DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS,VISITOR_ABBR,HOME_ABBR
2021-01-30,SACRAMENTO KINGS,104.0,MIAMI HEAT,105.0,SAC,MIA
2021-01-30,HOUSTON ROCKETS,126.0,NEW ORLEANS PELICANS,112.0,HOU,NOP
2021-01-30,LOS ANGELES LAKERS,96.0,BOSTON CELTICS,95.0,LAL,BOS
2021-01-30,MEMPHIS GRIZZLIES,129.0,SAN ANTONIO SPURS,112.0,MEM,SAS
2021-01-30,PHOENIX SUNS,111.0,DALLAS MAVERICKS,105.0,PHO,DAL
2021-01-30,DETROIT PISTONS,91.0,GOLDEN STATE WARRIORS,118.0,DET,GSW
2021-01-31,LOS ANGELES CLIPPERS,129.0,NEW YORK KNICKS,115.0,LAC,NYK
2021-01-31,UTAH JAZZ,117.0,DENVER NUGGETS,128.0,UTA,DEN
2021-01-31,PHILADELPHIA 76ERS,119.0,INDIANA PACERS,110.0,PHI,IND
2021-01-31,ORLANDO MAGIC,102.0,TORONTO RAPTORS,115.0,ORL,TOR
2021-01-31,BROOKLYN NETS,146.0,WASHINGTON WIZARDS,149.0,BRK,WAS
2021-01-31,CLEVELAND CAVALIERS,104.0,MINNESOTA TIMBERWOLVES,109.0,CLE,MIN
2021-02-01,LOS ANGELES LAKERS,107.0,ATLANTA HAWKS,99.0,LAL,ATL
2021-02-01,CHARLOTTE HORNETS,129.0,MIAMI HEAT,121.0,CHO,MIA
2021-02-01,NEW YORK KNICKS,102.0,CHICAGO BULLS,110.0,NYK,CHI
2021-02-01,MINNESOTA TIMBERWOLVES,98.0,CLEVELAND CAVALIERS,100.0,MIN,CLE
2021-02-01,PORTLAND TRAIL BLAZERS,106.0,MILWAUKEE BUCKS,134.0,POR,MIL
2021-02-01,SACRAMENTO KINGS,118.0,NEW ORLEANS PELICANS,109.0,SAC,NOP
2021-02-01,HOUSTON ROCKETS,136.0,OKLAHOMA CITY THUNDER,106.0,HOU,OKC
2021-02-01,PHOENIX SUNS,109.0,DALLAS MAVERICKS,108.0,PHO,DAL
2021-02-01,MEMPHIS GRIZZLIES,133.0,SAN ANTONIO SPURS,102.0,MEM,SAS
2021-02-02,TORONTO RAPTORS,0.0,ORLANDO MAGIC,0.0,TOR,ORL
2021-02-02,LOS ANGELES CLIPPERS,0.0,BROOKLYN NETS,0.0,LAC,BRK
2021-02-02,MEMPHIS GRIZZLIES,0.0,INDIANA PACERS,0.0,MEM,IND
2021-02-02,PORTLAND TRAIL BLAZERS,0.0,WASHINGTON WIZARDS,0.0,POR,WAS
2021-02-02,BOSTON CELTICS,0.0,GOLDEN STATE WARRIORS,0.0,BOS,GSW
2021-02-02,DETROIT PISTONS,0.0,UTAH JAZZ,0.0,DET,UTA
2021-02-03,PHILADELPHIA 76ERS,0.0,CHARLOTTE HORNETS,0.0,PHI,CHO
2021-02-03,INDIANA PACERS,0.0,MILWAUKEE BUCKS,0.0,IND,MIL
2021-02-03,DALLAS MAVERICKS,0.0,ATLANTA HAWKS,0.0,DAL,ATL
2021-02-03,NEW YORK KNICKS,0.0,CHICAGO BULLS,0.0,NYK,CHI
2021-02-03,LOS ANGELES CLIPPERS,0.0,CLEVELAND CAVALIERS,0.0,LAC,CLE
2021-02-03,WASHINGTON WIZARDS,0.0,MIAMI HEAT,0.0,WAS,MIA
2021-02-03,HOUSTON ROCKETS,0.0,OKLAHOMA CITY THUNDER,0.0,HOU,OKC
2021-02-03,MINNESOTA TIMBERWOLVES,0.0,SAN ANTONIO SPURS,0.0,MIN,SAS
2021-02-03,PHOENIX SUNS,0.0,NEW ORLEANS PELICANS,0.0,PHO,NOP
2021-02-03,BOSTON CELTICS,0.0,SACRAMENTO KINGS,0.0,BOS,SAC
2021-02-04,UTAH JAZZ,0.0,ATLANTA HAWKS,0.0,UTA,ATL
2021-02-04,GOLDEN STATE WARRIORS,0.0,DALLAS MAVERICKS,0.0,GSW,DAL
2021-02-04,PORTLAND TRAIL BLAZERS,0.0,PHILADELPHIA 76ERS,0.0,POR,PHI
2021-02-04,HOUSTON ROCKETS,0.0,MEMPHIS GRIZZLIES,0.0,HOU,MEM
2021-02-04,DENVER NUGGETS,0.0,LOS ANGELES LAKERS,0.0,DEN,LAL
2021-02-05,NEW ORLEANS PELICANS,0.0,INDIANA PACERS,0.0,NOP,IND
2021-02-05,CHICAGO BULLS,0.0,ORLANDO MAGIC,0.0,CHI,ORL
2021-02-05,TORONTO RAPTORS,0.0,BROOKLYN NETS,0.0,TOR,BRK
2021-02-05,MILWAUKEE BUCKS,0.0,CLEVELAND CAVALIERS,0.0,MIL,CLE
2021-02-05,UTAH JAZZ,0.0,CHARLOTTE HORNETS,0.0,UTA,CHO
2021-02-05,WASHINGTON WIZARDS,0.0,MIAMI HEAT,0.0,WAS,MIA
2021-02-05,MINNESOTA TIMBERWOLVES,0.0,OKLAHOMA CITY THUNDER,0.0,MIN,OKC
2021-02-05,DETROIT PISTONS,0.0,PHOENIX SUNS,0.0,DET,PHO
2021-02-05,BOSTON CELTICS,0.0,LOS ANGELES CLIPPERS,0.0,BOS,LAC
2021-02-06,PORTLAND TRAIL BLAZERS,0.0,NEW YORK KNICKS,0.0,POR,NYK
2021-02-06,DENVER NUGGETS,0.0,SACRAMENTO KINGS,0.0,DEN,SAC
2021-02-06,CHICAGO BULLS,0.0,ORLANDO MAGIC,0.0,CHI,ORL
2021-02-06,TORONTO RAPTORS,0.0,ATLANTA HAWKS,0.0,TOR,ATL
2021-02-06,MILWAUKEE BUCKS,0.0,CLEVELAND CAVALIERS,0.0,MIL,CLE
2021-02-06,SAN ANTONIO SPURS,0.0,HOUSTON ROCKETS,0.0,SAS,HOU
2021-02-06,MINNESOTA TIMBERWOLVES,0.0,OKLAHOMA CITY THUNDER,0.0,MIN,OKC
2021-02-06,BROOKLYN NETS,0.0,PHILADELPHIA 76ERS,0.0,BRK,PHI
2021-02-06,GOLDEN STATE WARRIORS,0.0,DALLAS MAVERICKS,0.0,GSW,DAL
2021-02-06,MEMPHIS GRIZZLIES,0.0,NEW ORLEANS PELICANS,0.0,MEM,NOP
2021-02-06,DETROIT PISTONS,0.0,LOS ANGELES LAKERS,0.0,DET,LAL
2021-02-07,WASHINGTON WIZARDS,0.0,CHARLOTTE HORNETS,0.0,WAS,CHO
2021-02-07,UTAH JAZZ,0.0,INDIANA PACERS,0.0,UTA,IND
2021-02-07,MIAMI HEAT,0.0,NEW YORK KNICKS,0.0,MIA,NYK
2021-02-07,BOSTON CELTICS,0.0,PHOENIX SUNS,0.0,BOS,PHO
2021-02-07,SACRAMENTO KINGS,0.0,LOS ANGELES CLIPPERS,0.0,SAC,LAC
2021-02-08,HOUSTON ROCKETS,0.0,CHARLOTTE HORNETS,0.0,HOU,CHO
2021-02-08,WASHINGTON WIZARDS,0.0,CHICAGO BULLS,0.0,WAS,CHI
2021-02-08,TORONTO RAPTORS,0.0,MEMPHIS GRIZZLIES,0.0,TOR,MEM
2021-02-08,MINNESOTA TIMBERWOLVES,0.0,DALLAS MAVERICKS,0.0,MIN,DAL
2021-02-08,GOLDEN STATE WARRIORS,0.0,SAN ANTONIO SPURS,0.0,GSW,SAS
2021-02-08,CLEVELAND CAVALIERS,0.0,PHOENIX SUNS,0.0,CLE,PHO
2021-02-08,MILWAUKEE BUCKS,0.0,DENVER NUGGETS,0.0,MIL,DEN
2021-02-08,OKLAHOMA CITY THUNDER,0.0,LOS ANGELES LAKERS,0.0,OKC,LAL
2021-02-09,BROOKLYN NETS,0.0,DETROIT PISTONS,0.0,BRK,DET
2021-02-09,NEW YORK KNICKS,0.0,MIAMI HEAT,0.0,NYK,MIA
2021-02-09,HOUSTON ROCKETS,0.0,NEW ORLEANS PELICANS,0.0,HOU,NOP
2021-02-09,GOLDEN STATE WARRIORS,0.0,SAN ANTONIO SPURS,0.0,GSW,SAS
2021-02-09,ORLANDO MAGIC,0.0,PORTLAND TRAIL BLAZERS,0.0,ORL,POR
2021-02-09,PHILADELPHIA 76ERS,0.0,SACRAMENTO KINGS,0.0,PHI,SAC
2021-02-09,BOSTON CELTICS,0.0,UTAH JAZZ,0.0,BOS,UTA
2021-02-10,TORONTO RAPTORS,0.0,WASHINGTON WIZARDS,0.0,TOR,WAS
2021-02-10,ATLANTA HAWKS,0.0,DALLAS MAVERICKS,0.0,ATL,DAL
2021-02-10,INDIANA PACERS,0.0,BROOKLYN NETS,0.0,IND,BRK
2021-02-10,CHARLOTTE HORNETS,0.0,MEMPHIS GRIZZLIES,0.0,CHO,MEM
2021-02-10,LOS ANGELES CLIPPERS,0.0,MINNESOTA TIMBERWOLVES,0.0,LAC,MIN
2021-02-10,NEW ORLEANS PELICANS,0.0,CHICAGO BULLS,0.0,NOP,CHI
2021-02-10,CLEVELAND CAVALIERS,0.0,DENVER NUGGETS,0.0,CLE,DEN
2021-02-10,OKLAHOMA CITY THUNDER,0.0,LOS ANGELES LAKERS,0.0,OKC,LAL
2021-02-10,MILWAUKEE BUCKS,0.0,PHOENIX SUNS,0.0,MIL,PHO
2021-02-11,TORONTO RAPTORS,0.0,BOSTON CELTICS,0.0,TOR,BOS
2021-02-11,MIAMI HEAT,0.0,HOUSTON ROCKETS,0.0,MIA,HOU
2021-02-11,INDIANA PACERS,0.0,DETROIT PISTONS,0.0,IND,DET
2021-02-11,ORLANDO MAGIC,0.0,GOLDEN STATE WARRIORS,0.0,ORL,GSW
2021-02-11,PHILADELPHIA 76ERS,0.0,PORTLAND TRAIL BLAZERS,0.0,PHI,POR
2021-02-12,DETROIT PISTONS,0.0,BOSTON CELTICS,0.0,DET,BOS
2021-02-12,MINNESOTA TIMBERWOLVES,0.0,CHARLOTTE HORNETS,0.0,MIN,CHO
2021-02-12,NEW YORK KNICKS,0.0,WASHINGTON WIZARDS,0.0,NYK,WAS
2021-02-12,SAN ANTONIO SPURS,0.0,ATLANTA HAWKS,0.0,SAS,ATL
2021-02-12,NEW ORLEANS PELICANS,0.0,DALLAS MAVERICKS,0.0,NOP,DAL
2021-02-12,LOS ANGELES CLIPPERS,0.0,CHICAGO BULLS,0.0,LAC,CHI
2021-02-12,OKLAHOMA CITY THUNDER,0.0,DENVER NUGGETS,0.0,OKC,DEN
2021-02-12,MILWAUKEE BUCKS,0.0,UTAH JAZZ,0.0,MIL,UTA
2021-02-12,MEMPHIS GRIZZLIES,0.0,LOS ANGELES LAKERS,0.0,MEM,LAL
2021-02-12,CLEVELAND CAVALIERS,0.0,PORTLAND TRAIL BLAZERS,0.0,CLE,POR
2021-02-12,ORLANDO MAGIC,0.0,SACRAMENTO KINGS,0.0,ORL,SAC
2021-02-13,PHILADELPHIA 76ERS,0.0,PHOENIX SUNS,0.0,PHI,PHO
2021-02-13,INDIANA PACERS,0.0,ATLANTA HAWKS,0.0,IND,ATL
2021-02-13,HOUSTON ROCKETS,0.0,NEW YORK KNICKS,0.0,HOU,NYK
2021-02-13,BROOKLYN NETS,0.0,GOLDEN STATE WARRIORS,0.0,BRK,GSW
2021-02-13,MIAMI HEAT,0.0,UTAH JAZZ,0.0,MIA,UTA
2021-02-14,BOSTON CELTICS,0.0,WASHINGTON WIZARDS,0.0,BOS,WAS
2021-02-14,PORTLAND TRAIL BLAZERS,0.0,DALLAS MAVERICKS,0.0,POR,DAL
2021-02-14,MINNESOTA TIMBERWOLVES,0.0,TORONTO RAPTORS,0.0,MIN,TOR
2021-02-14,SAN ANTONIO SPURS,0.0,CHARLOTTE HORNETS,0.0,SAS,CHO
2021-02-14,NEW ORLEANS PELICANS,0.0,DETROIT PISTONS,0.0,NOP,DET
2021-02-14,MILWAUKEE BUCKS,0.0,OKLAHOMA CITY THUNDER,0.0,MIL,OKC
2021-02-14,LOS ANGELES LAKERS,0.0,DENVER NUGGETS,0.0,LAL,DEN
2021-02-14,ORLANDO MAGIC,0.0,PHOENIX SUNS,0.0,ORL,PHO
2021-02-14,MEMPHIS GRIZZLIES,0.0,SACRAMENTO KINGS,0.0,MEM,SAC
2021-02-14,CLEVELAND CAVALIERS,0.0,LOS ANGELES CLIPPERS,0.0,CLE,LAC
2021-02-15,CHICAGO BULLS,0.0,INDIANA PACERS,0.0,CHI,IND
2021-02-15,HOUSTON ROCKETS,0.0,WASHINGTON WIZARDS,0.0,HOU,WAS
2021-02-15,ATLANTA HAWKS,0.0,NEW YORK KNICKS,0.0,ATL,NYK
2021-02-15,PHILADELPHIA 76ERS,0.0,UTAH JAZZ,0.0,PHI,UTA
2021-02-15,CLEVELAND CAVALIERS,0.0,GOLDEN STATE WARRIORS,0.0,CLE,GSW
2021-02-15,MIAMI HEAT,0.0,LOS ANGELES CLIPPERS,0.0,MIA,LAC
2021-02-15,BROOKLYN NETS,0.0,SACRAMENTO KINGS,0.0,BRK,SAC
2021-02-16,DENVER NUGGETS,0.0,BOSTON CELTICS,0.0,DEN,BOS
2021-02-16,SAN ANTONIO SPURS,0.0,DETROIT PISTONS,0.0,SAS,DET
2021-02-16,NEW ORLEANS PELICANS,0.0,MEMPHIS GRIZZLIES,0.0,NOP,MEM
2021-02-16,TORONTO RAPTORS,0.0,MILWAUKEE BUCKS,0.0,TOR,MIL
2021-02-16,LOS ANGELES LAKERS,0.0,MINNESOTA TIMBERWOLVES,0.0,LAL,MIN
2021-02-16,PORTLAND TRAIL BLAZERS,0.0,OKLAHOMA CITY THUNDER,0.0,POR,OKC
2021-02-16,BROOKLYN NETS,0.0,PHOENIX SUNS,0.0,BRK,PHO
2021-02-17,CHICAGO BULLS,0.0,CHARLOTTE HORNETS,0.0,CHI,CHO
2021-02-17,SAN ANTONIO SPURS,0.0,CLEVELAND CAVALIERS,0.0,SAS,CLE
2021-02-17,NEW YORK KNICKS,0.0,ORLANDO MAGIC,0.0,NYK,ORL
2021-02-17,DENVER NUGGETS,0.0,WASHINGTON WIZARDS,0.0,DEN,WAS
2021-02-17,ATLANTA HAWKS,0.0,BOSTON CELTICS,0.0,ATL,BOS
2021-02-17,HOUSTON ROCKETS,0.0,PHILADELPHIA 76ERS,0.0,HOU,PHI
2021-02-17,INDIANA PACERS,0.0,MINNESOTA TIMBERWOLVES,0.0,IND,MIN
2021-02-17,PORTLAND TRAIL BLAZERS,0.0,NEW ORLEANS PELICANS,0.0,POR,NOP
2021-02-17,DETROIT PISTONS,0.0,DALLAS MAVERICKS,0.0,DET,DAL
2021-02-17,OKLAHOMA CITY THUNDER,0.0,MEMPHIS GRIZZLIES,0.0,OKC,MEM
2021-02-17,MIAMI HEAT,0.0,GOLDEN STATE WARRIORS,0.0,MIA,GSW
2021-02-17,UTAH JAZZ,0.0,LOS ANGELES CLIPPERS,0.0,UTA,LAC
2021-02-18,TORONTO RAPTORS,0.0,MILWAUKEE BUCKS,0.0,TOR,MIL
2021-02-18,BROOKLYN NETS,0.0,LOS ANGELES LAKERS,0.0,BRK,LAL
2021-02-18,MIAMI HEAT,0.0,SACRAMENTO KINGS,0.0,MIA,SAC
2021-02-19,DENVER NUGGETS,0.0,CHARLOTTE HORNETS,0.0,DEN,CHO
2021-02-19,GOLDEN STATE WARRIORS,0.0,ORLANDO MAGIC,0.0,GSW,ORL
2021-02-19,CHICAGO BULLS,0.0,PHILADELPHIA 76ERS,0.0,CHI,PHI
2021-02-19,ATLANTA HAWKS,0.0,BOSTON CELTICS,0.0,ATL,BOS
2021-02-19,DETROIT PISTONS,0.0,MEMPHIS GRIZZLIES,0.0,DET,MEM
2021-02-19,OKLAHOMA CITY THUNDER,0.0,MILWAUKEE BUCKS,0.0,OKC,MIL
2021-02-19,TORONTO RAPTORS,0.0,MINNESOTA TIMBERWOLVES,0.0,TOR,MIN
2021-02-19,PHOENIX SUNS,0.0,NEW ORLEANS PELICANS,0.0,PHO,NOP
2021-02-19,DALLAS MAVERICKS,0.0,HOUSTON ROCKETS,0.0,DAL,HOU
2021-02-19,UTAH JAZZ,0.0,LOS ANGELES CLIPPERS,0.0,UTA,LAC
2021-02-20,SAN ANTONIO SPURS,0.0,NEW YORK KNICKS,0.0,SAS,NYK
2021-02-20,GOLDEN STATE WARRIORS,0.0,CHARLOTTE HORNETS,0.0,GSW,CHO
2021-02-20,SACRAMENTO KINGS,0.0,CHICAGO BULLS,0.0,SAC,CHI
2021-02-20,INDIANA PACERS,0.0,HOUSTON ROCKETS,0.0,IND,HOU
2021-02-20,PHOENIX SUNS,0.0,MEMPHIS GRIZZLIES,0.0,PHO,MEM
2021-02-20,MIAMI HEAT,0.0,LOS ANGELES LAKERS,0.0,MIA,LAL
2021-02-20,WASHINGTON WIZARDS,0.0,PORTLAND TRAIL BLAZERS,0.0,WAS,POR
2021-02-21,BOSTON CELTICS,0.0,NEW ORLEANS PELICANS,0.0,BOS,NOP
2021-02-21,OKLAHOMA CITY THUNDER,0.0,CLEVELAND CAVALIERS,0.0,OKC,CLE
2021-02-21,DETROIT PISTONS,0.0,ORLANDO MAGIC,0.0,DET,ORL
2021-02-21,PHILADELPHIA 76ERS,0.0,TORONTO RAPTORS,0.0,PHI,TOR
2021-02-21,MINNESOTA TIMBERWOLVES,0.0,NEW YORK KNICKS,0.0,MIN,NYK
2021-02-21,DENVER NUGGETS,0.0,ATLANTA HAWKS,0.0,DEN,ATL
2021-02-21,BROOKLYN NETS,0.0,LOS ANGELES CLIPPERS,0.0,BRK,LAC
2021-02-21,SACRAMENTO KINGS,0.0,MILWAUKEE BUCKS,0.0,SAC,MIL
2021-02-22,SAN ANTONIO SPURS,0.0,INDIANA PACERS,0.0,SAS,IND
2021-02-22,CHICAGO BULLS,0.0,HOUSTON ROCKETS,0.0,CHI,HOU
2021-02-22,MIAMI HEAT,0.0,OKLAHOMA CITY THUNDER,0.0,MIA,OKC
2021-02-22,MEMPHIS GRIZZLIES,0.0,DALLAS MAVERICKS,0.0,MEM,DAL
2021-02-22,PORTLAND TRAIL BLAZERS,0.0,PHOENIX SUNS,0.0,POR,PHO
2021-02-22,CHARLOTTE HORNETS,0.0,UTAH JAZZ,0.0,CHO,UTA
2021-02-22,WASHINGTON WIZARDS,0.0,LOS ANGELES LAKERS,0.0,WAS,LAL
2021-02-23,ATLANTA HAWKS,0.0,CLEVELAND CAVALIERS,0.0,ATL,CLE
2021-02-23,DETROIT PISTONS,0.0,ORLANDO MAGIC,0.0,DET,ORL
2021-02-23,SACRAMENTO KINGS,0.0,BROOKLYN NETS,0.0,SAC,BRK
2021-02-23,BOSTON CELTICS,0.0,DALLAS MAVERICKS,0.0,BOS,DAL
2021-02-23,GOLDEN STATE WARRIORS,0.0,NEW YORK KNICKS,0.0,GSW,NYK
2021-02-23,PHILADELPHIA 76ERS,0.0,TORONTO RAPTORS,0.0,PHI,TOR
2021-02-23,MINNESOTA TIMBERWOLVES,0.0,MILWAUKEE BUCKS,0.0,MIN,MIL
2021-02-23,PORTLAND TRAIL BLAZERS,0.0,DENVER NUGGETS,0.0,POR,DEN
2021-02-23,WASHINGTON WIZARDS,0.0,LOS ANGELES CLIPPERS,0.0,WAS,LAC
2021-02-24,GOLDEN STATE WARRIORS,0.0,INDIANA PACERS,0.0,GSW,IND
2021-02-24,BOSTON CELTICS,0.0,ATLANTA HAWKS,0.0,BOS,ATL
2021-02-24,HOUSTON ROCKETS,0.0,CLEVELAND CAVALIERS,0.0,HOU,CLE
2021-02-24,TORONTO RAPTORS,0.0,MIAMI HEAT,0.0,TOR,MIA
2021-02-24,MINNESOTA TIMBERWOLVES,0.0,CHICAGO BULLS,0.0,MIN,CHI
2021-02-24,DETROIT PISTONS,0.0,NEW ORLEANS PELICANS,0.0,DET,NOP
2021-02-24,SAN ANTONIO SPURS,0.0,OKLAHOMA CITY THUNDER,0.0,SAS,OKC
2021-02-24,CHARLOTTE HORNETS,0.0,PHOENIX SUNS,0.0,CHO,PHO
2021-02-24,LOS ANGELES LAKERS,0.0,UTAH JAZZ,0.0,LAL,UTA
2021-02-25,DALLAS MAVERICKS,0.0,PHILADELPHIA 76ERS,0.0,DAL,PHI
2021-02-25,ORLANDO MAGIC,0.0,BROOKLYN NETS,0.0,ORL,BRK
2021-02-25,SACRAMENTO KINGS,0.0,NEW YORK KNICKS,0.0,SAC,NYK
2021-02-25,LOS ANGELES CLIPPERS,0.0,MEMPHIS GRIZZLIES,0.0,LAC,MEM
2021-02-25,WASHINGTON WIZARDS,0.0,DENVER NUGGETS,0.0,WAS,DEN
2021-02-25,NEW ORLEANS PELICANS,0.0,MILWAUKEE BUCKS,0.0,NOP,MIL
2021-02-26,SACRAMENTO KINGS,0.0,DETROIT PISTONS,0.0,SAC,DET
2021-02-26,INDIANA PACERS,0.0,BOSTON CELTICS,0.0,IND,BOS
2021-02-26,HOUSTON ROCKETS,0.0,TORONTO RAPTORS,0.0,HOU,TOR
2021-02-26,PHOENIX SUNS,0.0,CHICAGO BULLS,0.0,PHO,CHI
2021-02-26,LOS ANGELES CLIPPERS,0.0,MEMPHIS GRIZZLIES,0.0,LAC,MEM
2021-02-26,UTAH JAZZ,0.0,MIAMI HEAT,0.0,UTA,MIA
2021-02-26,ATLANTA HAWKS,0.0,OKLAHOMA CITY THUNDER,0.0,ATL,OKC
2021-02-26,CHARLOTTE HORNETS,0.0,GOLDEN STATE WARRIORS,0.0,CHO,GSW
2021-02-26,PORTLAND TRAIL BLAZERS,0.0,LOS ANGELES LAKERS,0.0,POR,LAL
2021-02-27,CLEVELAND CAVALIERS,0.0,PHILADELPHIA 76ERS,0.0,CLE,PHI
2021-02-27,NEW ORLEANS PELICANS,0.0,SAN ANTONIO SPURS,0.0,NOP,SAS
2021-02-27,INDIANA PACERS,0.0,NEW YORK KNICKS,0.0,IND,NYK
2021-02-27,UTAH JAZZ,0.0,ORLANDO MAGIC,0.0,UTA,ORL
2021-02-27,MINNESOTA TIMBERWOLVES,0.0,WASHINGTON WIZARDS,0.0,MIN,WAS
2021-02-27,DENVER NUGGETS,0.0,OKLAHOMA CITY THUNDER,0.0,DEN,OKC
2021-02-27,DALLAS MAVERICKS,0.0,BROOKLYN NETS,0.0,DAL,BRK
2021-02-28,LOS ANGELES CLIPPERS,0.0,MILWAUKEE BUCKS,0.0,LAC,MIL
2021-02-28,NEW YORK KNICKS,0.0,DETROIT PISTONS,0.0,NYK,DET
2021-02-28,ATLANTA HAWKS,0.0,MIAMI HEAT,0.0,ATL,MIA
2021-02-28,CHICAGO BULLS,0.0,TORONTO RAPTORS,0.0,CHI,TOR
2021-02-28,WASHINGTON WIZARDS,0.0,BOSTON CELTICS,0.0,WAS,BOS
2021-02-28,MEMPHIS GRIZZLIES,0.0,HOUSTON ROCKETS,0.0,MEM,HOU
2021-02-28,GOLDEN STATE WARRIORS,0.0,LOS ANGELES LAKERS,0.0,GSW,LAL
2021-02-28,PHOENIX SUNS,0.0,MINNESOTA TIMBERWOLVES,0.0,PHO,MIN
2021-02-28,CHARLOTTE HORNETS,0.0,SACRAMENTO KINGS,0.0,CHO,SAC
2021-03-01,DALLAS MAVERICKS,0.0,ORLANDO MAGIC,0.0,DAL,ORL
2021-03-01,INDIANA PACERS,0.0,PHILADELPHIA 76ERS,0.0,IND,PHI
2021-03-01,CLEVELAND CAVALIERS,0.0,HOUSTON ROCKETS,0.0,CLE,HOU
2021-03-01,UTAH JAZZ,0.0,NEW ORLEANS PELICANS,0.0,UTA,NOP
2021-03-01,DENVER NUGGETS,0.0,CHICAGO BULLS,0.0,DEN,CHI
2021-03-01,BROOKLYN NETS,0.0,SAN ANTONIO SPURS,0.0,BRK,SAS
2021-03-01,CHARLOTTE HORNETS,0.0,PORTLAND TRAIL BLAZERS,0.0,CHO,POR
2021-03-02,MEMPHIS GRIZZLIES,0.0,WASHINGTON WIZARDS,0.0,MEM,WAS
2021-03-02,LOS ANGELES CLIPPERS,0.0,BOSTON CELTICS,0.0,LAC,BOS
2021-03-02,ATLANTA HAWKS,0.0,MIAMI HEAT,0.0,ATL,MIA
2021-03-02,DETROIT PISTONS,0.0,TORONTO RAPTORS,0.0,DET,TOR
2021-03-02,DENVER NUGGETS,0.0,MILWAUKEE BUCKS,0.0,DEN,MIL
2021-03-02,NEW YORK KNICKS,0.0,SAN ANTONIO SPURS,0.0,NYK,SAS
2021-03-02,PHOENIX SUNS,0.0,LOS ANGELES LAKERS,0.0,PHO,LAL
2021-03-03,INDIANA PACERS,0.0,CLEVELAND CAVALIERS,0.0,IND,CLE
2021-03-03,ATLANTA HAWKS,0.0,ORLANDO MAGIC,0.0,ATL,ORL
2021-03-03,UTAH JAZZ,0.0,PHILADELPHIA 76ERS,0.0,UTA,PHI
2021-03-03,BROOKLYN NETS,0.0,HOUSTON ROCKETS,0.0,BRK,HOU
2021-03-03,CHARLOTTE HORNETS,0.0,MINNESOTA TIMBERWOLVES,0.0,CHO,MIN
2021-03-03,CHICAGO BULLS,0.0,NEW ORLEANS PELICANS,0.0,CHI,NOP
2021-03-03,OKLAHOMA CITY THUNDER,0.0,DALLAS MAVERICKS,0.0,OKC,DAL
2021-03-03,GOLDEN STATE WARRIORS,0.0,PORTLAND TRAIL BLAZERS,0.0,GSW,POR
2021-03-03,LOS ANGELES LAKERS,0.0,SACRAMENTO KINGS,0.0,LAL,SAC
2021-03-04,TORONTO RAPTORS,0.0,BOSTON CELTICS,0.0,TOR,BOS
2021-03-04,DENVER NUGGETS,0.0,INDIANA PACERS,0.0,DEN,IND
2021-03-04,LOS ANGELES CLIPPERS,0.0,WASHINGTON WIZARDS,0.0,LAC,WAS
2021-03-04,MILWAUKEE BUCKS,0.0,MEMPHIS GRIZZLIES,0.0,MIL,MEM
2021-03-04,OKLAHOMA CITY THUNDER,0.0,SAN ANTONIO SPURS,0.0,OKC,SAS
2021-03-04,MIAMI HEAT,0.0,NEW ORLEANS PELICANS,0.0,MIA,NOP
2021-03-04,GOLDEN STATE WARRIORS,0.0,PHOENIX SUNS,0.0,GSW,PHO
2021-03-04,SACRAMENTO KINGS,0.0,PORTLAND TRAIL BLAZERS,0.0,SAC,POR
