DATE,HOME_ABBR,VISITOR_ABBR,PTS_home,PTS_away,MARGIN,FG_PCT_home,FT_PCT_home,FG3_PCT_home,FG_PCT_away,FT_PCT_away,FG3_PCT_away,home_winning_percentage,diff_%
2022-02-28,CLE,HOME,7.650000000000006,-6.350000000000001,14.000000000000007,0.012750000000000025,-0.02730000000000013,0.04730000000000001,-0.015100000000000002,-0.029700000000000004,-0.014499999999999985,0.5914457070707071,0.1
2022-02-28,MIN,VISITOR,11.05,-9.650000000000006,20.700000000000006,0.07417499999999998,-0.00862500000000005,0.09362499999999999,-0.014299999999999993,-0.009499999999999953,-0.08094999999999998,0.48399644945697573,0.1
2022-02-28,ORL,HOME,-10.400000000000006,-3.700000000000003,-6.700000000000003,-0.04810000000000003,-0.04890000000000011,-0.06170000000000003,-0.04785000000000003,0.18195,-0.03644999999999998,0.19494949494949496,-0.2
2022-02-28,IND,VISITOR,-1.5,-10.5,9.0,0.008149999999999963,-0.1225,-0.007349999999999968,-0.021100000000000008,-0.0477999999999999,-0.06700000000000006,0.3675,-0.1
2022-02-28,BRK,HOME,-5.450000000000003,3.724999999999998,-9.175,-0.026199999999999987,-0.05885000000000004,-0.03019999999999997,0.015024999999999969,-0.06032499999999988,-0.019500000000000003,0.6346201791853966,0.0
2022-02-28,TOR,VISITOR,-6.885714285714288,-0.20000000000000284,-6.685714285714285,0.008985714285714288,0.03724285714285717,-0.027285714285714305,0.007242857142857146,0.026542857142857108,0.03475714285714291,0.5059868477096139,0.0
2022-02-28,MIA,HOME,-8.133333333333331,-10.166666666666666,2.0333333333333363,-0.006966666666666649,-0.03456666666666667,-0.011233333333333281,-0.01491666666666667,-0.02948333333333329,0.05161666666666667,0.6059719561948245,0.0
2022-02-28,CHI,VISITOR,-2.7250000000000014,-10.049999999999997,7.324999999999996,-0.009525000000000006,-0.04267499999999996,-0.0006999999999999854,-0.06150000000000003,-0.028799999999999826,0.0007500000000000145,0.6438792688792688,0.0
2022-02-28,MEM,HOME,12.0,-4.533333333333336,16.533333333333335,0.04690000000000003,-0.028966666666666623,0.07376666666666672,-0.0012666666666667121,0.009633333333333235,-0.0020000000000000018,0.6071268237934905,0.3
2022-02-28,SAS,VISITOR,6.425000000000001,-7.099999999999994,13.524999999999995,0.013749999999999998,0.025799999999999934,0.03665000000000003,-0.02900000000000004,-0.07165000000000005,-0.021000000000000033,0.38010480898411936,0.3
2022-02-28,MIL,HOME,-2.1500000000000057,-2.5375000000000014,0.38749999999999574,-0.012250000000000073,-0.007399999999999948,0.023949999999999964,-0.025037500000000004,-0.022012500000000018,0.0018875000000000003,0.6051939733869534,0.1
2022-02-28,CHO,VISITOR,7.033333333333331,-1.6333333333333304,8.666666666666663,0.012199999999999897,-0.05806666666666671,0.033966666666666666,-0.01826666666666669,0.04189999999999994,0.09226666666666673,0.5619438087973556,0.1
2022-02-28,OKC,HOME,-1.4571428571428515,-11.414285714285715,9.957142857142864,-0.0049571428571429455,-0.05632857142857147,0.02078571428571428,-0.028371428571428554,-0.07797142857142855,-0.0678571428571429,0.3356350793709585,-0.1
2022-02-28,SAC,VISITOR,-0.4000000000000057,25.900000000000006,-26.30000000000001,-0.03259999999999991,0.15990000000000004,-0.043200000000000016,0.08560000000000006,0.06459999999999999,0.16640000000000005,0.42857142857142855,-0.2
