DATE,HOME_ABBR,VISITOR_ABBR,PTS_home,PTS_away,MARGIN,FG_PCT_home,FT_PCT_home,FG3_PCT_home,FG_PCT_away,FT_PCT_away,FG3_PCT_away,home_winning_percentage,diff_%
2022-03-02,CLE,HOME,9.2,-4.540000000000001,13.74,0.02669999999999998,-0.02200000000000015,0.04460000000000001,0.0007800000000000362,-0.022199999999999952,-0.004199999999999993,0.5898232323232324,0.1
2022-03-02,CHO,VISITOR,7.650000000000002,-3.549999999999997,11.2,-0.0004000000000000531,-0.030200000000000005,0.03430000000000001,-0.025999999999999912,0.007550000000000057,0.06755000000000004,0.5405054756456358,0.1
2022-03-02,ORL,HOME,9.5,-5.5,15.0,0.006799999999999973,-0.04569999999999996,-0.010599999999999998,0.04279999999999995,0.008199999999999985,0.059699999999999975,0.24193548387096775,-0.1
2022-03-02,IND,VISITOR,2.0,-6.833333333333333,8.833333333333334,0.005666666666666635,-0.09426666666666661,-0.007533333333333299,0.0021333333333333204,-0.019133333333333336,-0.026300000000000028,0.3561111111111111,-0.1
2022-03-02,PHI,HOME,13.0,-9.350000000000001,22.35,0.04509999999999992,0.055300000000000016,-0.014500000000000068,-0.02629999999999999,-0.05449999999999999,0.019949999999999996,0.5873460246360582,0.2
2022-03-02,NYK,VISITOR,-1.5249999999999986,-0.9500000000000028,-0.5749999999999957,-0.020799999999999985,0.06719999999999995,-0.00854999999999996,0.004000000000000031,0.09905,-0.03930000000000004,0.4917633720154729,0.2
2022-03-02,HOU,HOME,20.400000000000006,17.550000000000004,2.8500000000000014,0.04529999999999998,0.08440000000000014,0.06279999999999991,-0.0062999999999999445,0.09784999999999999,0.04915000000000003,0.21783625730994152,-0.4
2022-03-02,UTA,VISITOR,-2.25,9.099999999999994,-11.349999999999994,-0.04319999999999993,-0.11930000000000002,0.010250000000000037,0.04530000000000009,-0.06800000000000006,0.013800000000000007,0.7325119236883944,-0.4
2022-03-02,MIL,HOME,-11.133333333333331,0.9666666666666686,-12.1,-0.031700000000000006,-0.05666666666666662,-0.032500000000000036,-0.016116666666666668,0.02971666666666665,-0.010966666666666652,0.5809561965811966,-0.0
2022-03-02,MIA,VISITOR,-3.5249999999999986,-8.849999999999994,5.324999999999996,-0.014500000000000055,0.0756,0.02350000000000002,-0.030350000000000016,-0.08760000000000015,-0.03174999999999999,0.6129551820728292,0.0
2022-03-02,NOP,HOME,5.5,5.399999999999999,0.10000000000000142,0.0036000000000000754,0.05119999999999997,-0.013799999999999951,0.011700000000000071,0.0237,0.04834999999999995,0.3920807453416149,0.0
2022-03-02,SAC,VISITOR,-6.549999999999997,-14.900000000000006,8.350000000000009,0.008100000000000024,0.06635000000000008,0.018699999999999994,-0.0859,-0.021699999999999886,-0.08379999999999997,0.3904761904761905,-0.0
2022-03-02,DEN,HOME,-17.200000000000003,5.0,-22.200000000000003,-0.05640000000000006,0.1049000000000001,0.062199999999999867,0.08779999999999999,0.16479999999999995,-0.012099999999999944,0.5384615384615384,0.2
2022-03-02,OKC,VISITOR,-0.4599999999999994,4.999999999999995,-5.459999999999994,-0.018979999999999997,0.0015000000000000568,0.0033399999999999762,0.018899999999999993,0.007299999999999996,0.03919999999999997,0.33808179631114676,0.2
2022-03-02,PHO,HOME,-7.899999999999994,-6.900000000000003,-0.9999999999999915,-0.041200000000000146,0.07929999999999997,-0.039999999999999945,-0.03929999999999999,0.024500000000000032,-0.07458,0.813422168867547,0.4
2022-03-02,POR,VISITOR,-2.700000000000003,-8.900000000000006,6.200000000000003,-0.011500000000000038,-0.012299999999999978,-0.049299999999999955,-0.04850000000000004,0.031599999999999906,-0.0753,0.46153846153846156,0.4
