DATE,HOME_ABBR,VISITOR_ABBR,PTS_home,PTS_away,MARGIN,FG_PCT_home,FT_PCT_home,FG3_PCT_home,FG_PCT_away,FT_PCT_away,FG3_PCT_away,home_winning_percentage,visitor_winning_percentage
2021-11-15,CLE,BOS,-12.0,-14.900000000000006,2.9000000000000057,-0.07630000000000003,0.008899999999999908,0.053600000000000037,-0.016400000000000026,0.000200000000000089,-0.0121,0.6,0.5
2021-11-15,DET,SAC,-0.4000000000000057,24.799999999999997,-25.200000000000003,-0.03259999999999991,0.15990000000000004,-0.04319999999999996,0.08140000000000008,0.05379999999999996,0.1743,0.23076923076923078,0.42857142857142855
2021-11-15,WAS,NOP,-3.200000000000003,-8.0,4.799999999999997,0.0023999999999999577,-0.12959999999999994,0.03070000000000006,-0.06720000000000004,0.1048,0.19190000000000007,0.7692307692307693,0.13333333333333333
2021-11-15,ATL,ORL,8.599999999999994,2.4000000000000057,6.199999999999989,0.03179999999999983,-0.1381000000000001,0.06679999999999997,-0.005700000000000038,-0.13319999999999999,0.009800000000000086,0.4,0.21428571428571427
2021-11-15,NYK,IND,-14.0,-25.599999999999994,11.599999999999994,0.0,-0.03799999999999992,-0.016900000000000026,-0.06589999999999996,0.03820000000000001,-0.13699999999999998,0.5714285714285714,0.4
2021-11-15,DAL,DEN,2.200000000000003,-16.599999999999994,18.799999999999997,0.029600000000000015,-0.0867,0.0267,-0.02129999999999993,-0.11019999999999996,-0.09870000000000001,0.6923076923076923,0.6428571428571429
2021-11-15,MEM,HOU,20.0,-7.799999999999997,27.799999999999997,0.06300000000000006,0.06130000000000013,0.0353,-0.06300000000000006,-0.0053000000000001934,-0.049799999999999955,0.5,0.07142857142857142
2021-11-15,MIN,PHO,-23.599999999999994,-16.700000000000003,-6.8999999999999915,-0.1068,0.019000000000000128,-0.06589999999999996,-0.11969999999999997,-0.014799999999999924,-0.09589999999999996,0.3076923076923077,0.7692307692307693
2021-11-15,OKC,MIA,-13.099999999999994,-7.0,-6.099999999999994,-0.019200000000000106,-0.09399999999999997,0.06220000000000003,-0.01469999999999988,0.023499999999999854,0.07390000000000002,0.38461538461538464,0.6428571428571429
2021-11-15,POR,TOR,14.5,0.4000000000000057,14.099999999999994,0.12900000000000011,-0.02729999999999988,0.13930000000000003,0.00030000000000002247,0.16069999999999995,0.0832,0.4666666666666667,0.4666666666666667
2021-11-15,LAL,CHI,-3.799999999999997,11.200000000000003,-15.0,0.003400000000000014,0.0968,-0.12639999999999996,0.07150000000000006,-0.06559999999999999,0.11320000000000002,0.5333333333333333,0.7142857142857143
2021-11-16,BRK,GSW,-8.0,4.299999999999997,-12.299999999999997,-0.05939999999999995,0.0047000000000000375,-0.04179999999999995,0.06240000000000001,-0.020500000000000074,-0.04710000000000003,0.6666666666666666,0.8571428571428571
2021-11-16,UTA,PHI,6.099999999999994,-29.700000000000003,35.8,0.03380000000000005,-0.1867000000000001,0.07649999999999996,-0.12329999999999997,-0.05249999999999988,-0.17340000000000003,0.6428571428571429,0.5333333333333333
2021-11-16,LAC,SAS,-7.700000000000003,-25.700000000000003,18.0,-0.042200000000000015,0.13040000000000007,-0.08119999999999994,-0.04339999999999983,-0.08879999999999999,-0.11000000000000001,0.6428571428571429,0.2857142857142857
2021-11-17,CHO,WAS,-11.0,-22.299999999999997,11.299999999999997,0.003599999999999992,-0.23250000000000004,0.01150000000000001,-0.10459999999999992,0.021100000000000008,-0.19540000000000002,0.5625,0.7142857142857143
2021-11-17,DET,IND,-10.400000000000006,-20.599999999999994,10.199999999999989,-0.013599999999999945,-0.031099999999999905,-0.03419999999999995,-0.019900000000000084,0.0252,-0.11000000000000004,0.2857142857142857,0.375
2021-11-17,ATL,BOS,-10.400000000000006,-13.900000000000006,3.5,-0.015200000000000102,0.038899999999999935,-0.04920000000000002,-0.038400000000000045,0.02420000000000011,-0.08909999999999996,0.4375,0.4666666666666667
2021-11-17,BRK,CLE,2.0,-7.799999999999997,9.799999999999997,0.012600000000000056,0.06669999999999998,0.05520000000000003,-0.08610000000000001,0.1379999999999999,-0.10460000000000003,0.6875,0.5625
2021-11-17,MIA,NOP,3.4000000000000057,-10.0,13.400000000000006,0.02400000000000002,0.0040000000000000036,0.013600000000000001,-0.03220000000000006,0.037799999999999945,-0.04609999999999992,0.6666666666666666,0.125
2021-11-17,MIL,LAL,-7.700000000000003,-5.700000000000003,-2.0,-0.003399999999999903,-0.10239999999999994,-0.019799999999999984,-0.05440000000000006,0.0917,-0.08229999999999998,0.4666666666666667,0.5
2021-11-17,NYK,ORL,-8.0,-4.599999999999994,-3.4000000000000057,-0.010000000000000009,-0.07099999999999984,-0.013900000000000023,-0.052700000000000025,0.05679999999999996,-0.07320000000000004,0.5333333333333333,0.26666666666666666
2021-11-17,MIN,SAC,-12.599999999999994,-7.200000000000003,-5.3999999999999915,0.028200000000000003,0.07400000000000007,-0.08289999999999992,-0.08359999999999995,-0.0041999999999999815,-0.047699999999999965,0.35714285714285715,0.4
2021-11-17,OKC,HOU,-2.0999999999999943,-20.799999999999997,18.700000000000003,0.016799999999999926,-0.23099999999999998,-0.047799999999999954,-0.08600000000000002,-0.052300000000000124,-0.0527999999999999,0.42857142857142855,0.06666666666666667
2021-11-17,PHO,DAL,-14.599999999999994,-10.599999999999994,-4.0,-0.06929999999999997,-0.042099999999999915,-0.0388,-0.058499999999999996,0.2358,0.1401,0.7857142857142857,0.6428571428571429
