DATE,HOME_ABBR,VISITOR_ABBR,PTS_home,PTS_away,MARGIN,HOME_TEAM_WINS,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,home_winning_percentage,visitor_winning_percentage
2021-11-12,NOP,BRK,112,120,-8,0,0.489,0.813,0.406,26,43,0.5,0.741,0.529,27,34,0.07692307692307693,0.6923076923076923
2021-11-12,OKC,SAC,105,103,2,1,0.424,0.733,0.33299999999999996,13,52,0.4,0.765,0.341,20,49,0.45454545454545453,0.38461538461538464
2021-11-12,SAS,DAL,109,123,-14,0,0.488,0.7,0.433,30,41,0.46,0.684,0.4,30,48,0.3333333333333333,0.6666666666666666
2021-11-12,DEN,ATL,105,96,9,1,0.444,0.75,0.28600000000000003,26,49,0.409,0.7140000000000001,0.179,20,50,0.6666666666666666,0.3076923076923077
2021-11-12,GSW,CHI,119,93,26,1,0.484,0.875,0.326,27,47,0.436,0.773,0.29600000000000004,18,38,0.9166666666666666,0.6666666666666666
2021-11-12,LAL,MIN,83,107,-24,0,0.354,0.8,0.22,17,44,0.457,0.75,0.324,24,54,0.5384615384615384,0.36363636363636365
2021-11-13,UTA,MIA,105,111,-6,0,0.41200000000000003,0.72,0.321,23,38,0.494,0.875,0.39399999999999996,23,48,0.6153846153846154,0.6153846153846154
2021-11-13,IND,PHI,118,113,5,1,0.573,0.667,0.5,33,37,0.4270000000000001,0.862,0.522,16,46,0.42857142857142855,0.5714285714285714
2021-11-13,NOP,MEM,112,101,11,1,0.48100000000000004,0.88,0.483,29,37,0.4320000000000001,0.81,0.33299999999999996,21,39,0.14285714285714285,0.46153846153846156
2021-11-13,ORL,WAS,92,104,-12,0,0.337,0.85,0.325,21,44,0.5,0.8,0.34299999999999997,29,48,0.23076923076923078,0.75
2021-11-13,TOR,DET,121,127,-6,0,0.506,0.645,0.382,21,39,0.544,0.867,0.429,34,34,0.5,0.25
2021-11-13,CLE,BOS,91,89,2,1,0.38299999999999995,0.8640000000000001,0.263,17,39,0.423,0.9440000000000001,0.261,20,47,0.6428571428571429,0.46153846153846156
2021-11-13,LAC,MIN,129,102,27,1,0.535,0.778,0.4,35,57,0.392,0.688,0.306,25,41,0.6666666666666666,0.3333333333333333
2021-11-14,LAL,SAS,114,106,8,1,0.518,0.765,0.484,28,46,0.444,0.667,0.444,28,43,0.5714285714285714,0.3076923076923077
2021-11-14,ATL,MIL,120,100,20,1,0.485,0.846,0.429,21,51,0.452,0.625,0.341,24,30,0.35714285714285715,0.42857142857142855
2021-11-14,CHO,GSW,106,102,4,1,0.47700000000000004,0.667,0.389,23,39,0.42200000000000004,0.68,0.231,31,49,0.5333333333333333,0.8461538461538461
2021-11-14,HOU,PHO,89,115,-26,0,0.41200000000000003,0.667,0.21899999999999997,19,48,0.433,0.85,0.35,19,52,0.07692307692307693,0.75
2021-11-14,OKC,BRK,96,120,-24,0,0.4,0.909,0.311,20,44,0.5,0.9520000000000001,0.419,31,44,0.4166666666666667,0.7142857142857143
2021-11-14,DEN,POR,124,95,29,1,0.522,0.7859999999999999,0.475,29,49,0.43799999999999994,0.9229999999999999,0.33299999999999996,22,36,0.6923076923076923,0.42857142857142855
2021-11-14,LAC,CHI,90,100,-10,0,0.358,1.0,0.324,16,44,0.442,0.929,0.379,19,45,0.6153846153846154,0.6923076923076923
2021-11-15,CLE,BOS,92,98,-6,0,0.386,0.75,0.4,18,42,0.462,0.8,0.345,23,46,0.6,0.5
2021-11-15,DET,SAC,107,129,-22,0,0.406,0.941,0.27699999999999997,23,47,0.531,0.818,0.485,32,47,0.23076923076923078,0.42857142857142855
2021-11-15,WAS,NOP,105,100,5,1,0.46399999999999997,0.68,0.35700000000000004,23,42,0.405,0.853,0.524,20,45,0.7692307692307693,0.13333333333333333
2021-11-15,ATL,ORL,129,111,18,1,0.5529999999999999,0.6559999999999999,0.467,32,46,0.45299999999999996,0.643,0.3720000000000001,30,41,0.4,0.21428571428571427
2021-11-15,NYK,IND,92,84,8,1,0.43,0.7,0.324,22,46,0.3720000000000001,0.75,0.21600000000000005,16,44,0.5714285714285714,0.4
2021-11-15,DAL,DEN,111,101,10,1,0.5,0.7,0.389,30,44,0.47600000000000003,0.706,0.281,20,46,0.6923076923076923,0.6428571428571429
2021-11-15,MEM,HOU,136,102,34,1,0.542,0.8,0.39,33,49,0.379,0.731,0.289,24,46,0.5,0.07142857142857142
2021-11-15,MIN,PHO,96,99,-3,0,0.365,0.778,0.295,18,54,0.376,0.778,0.226,21,52,0.3076923076923077,0.7692307692307693
2021-11-15,OKC,MIA,90,103,-13,0,0.41,0.7,0.366,26,42,0.451,0.846,0.45,22,45,0.38461538461538464,0.6428571428571429
2021-11-15,POR,TOR,118,113,5,1,0.561,0.7140000000000001,0.444,25,39,0.461,0.889,0.455,20,39,0.4666666666666667,0.4666666666666667
2021-11-15,LAL,CHI,103,121,-18,0,0.456,0.8059999999999999,0.188,19,43,0.551,0.727,0.441,31,36,0.5333333333333333,0.7142857142857143
2021-11-16,BRK,GSW,99,117,-18,0,0.386,0.778,0.278,21,38,0.519,0.7859999999999999,0.325,25,53,0.6666666666666666,0.8571428571428571
2021-11-16,UTA,PHI,120,85,35,1,0.517,0.632,0.42100000000000004,27,56,0.3670000000000001,0.765,0.207,19,42,0.6428571428571429,0.5333333333333333
2021-11-16,LAC,SAS,106,92,14,1,0.435,0.909,0.316,16,52,0.4320000000000001,0.7140000000000001,0.22699999999999998,26,41,0.6428571428571429,0.2857142857142857
2021-11-17,CHO,WAS,97,87,10,1,0.43799999999999994,0.5,0.313,30,59,0.3670000000000001,0.813,0.19,23,48,0.5625,0.7142857142857143
2021-11-17,DET,IND,97,89,8,1,0.425,0.75,0.28600000000000003,16,42,0.418,0.737,0.243,14,43,0.2857142857142857,0.375
2021-11-17,ATL,BOS,110,99,11,1,0.506,0.833,0.35100000000000003,28,40,0.44,0.8240000000000001,0.268,24,42,0.4375,0.4666666666666667
2021-11-17,BRK,CLE,109,99,10,1,0.45799999999999996,0.84,0.375,29,47,0.39299999999999996,0.857,0.25,20,50,0.6875,0.5625
2021-11-17,MIA,NOP,113,98,15,1,0.483,0.8240000000000001,0.375,29,39,0.44,0.7859999999999999,0.28600000000000003,18,38,0.6666666666666666,0.125
2021-11-17,MIL,LAL,109,102,7,1,0.46,0.708,0.324,22,52,0.41700000000000004,0.833,0.27899999999999997,24,48,0.4666666666666667,0.5
2021-11-17,NYK,ORL,98,104,-6,0,0.42,0.667,0.327,25,45,0.406,0.833,0.289,20,51,0.5333333333333333,0.26666666666666666
2021-11-17,MIN,SAC,107,97,10,1,0.5,0.833,0.278,20,35,0.366,0.76,0.263,19,47,0.35714285714285715,0.4
2021-11-17,OKC,HOU,101,89,12,1,0.446,0.563,0.256,18,56,0.35600000000000004,0.684,0.28600000000000003,16,46,0.42857142857142855,0.06666666666666667
2021-11-17,PHO,DAL,105,98,7,1,0.441,0.7140000000000001,0.33299999999999996,27,49,0.418,1.0,0.5,28,49,0.7857142857142857,0.6428571428571429
2021-11-17,POR,CHI,112,107,5,1,0.44,0.9640000000000001,0.355,26,44,0.47,0.8,0.44799999999999995,23,36,0.5,0.6666666666666666
2021-11-18,CLE,GSW,89,104,-15,0,0.425,0.563,0.308,22,42,0.494,0.875,0.349,36,34,0.5294117647058824,0.8666666666666667
2021-11-18,MIA,WAS,112,97,15,1,0.5,0.833,0.385,27,41,0.494,0.6,0.41700000000000004,25,37,0.6875,0.6666666666666666
2021-11-18,MEM,LAC,120,108,12,1,0.542,0.833,0.423,28,47,0.467,1.0,0.41,24,34,0.5333333333333333,0.6
2021-11-18,MIN,SAS,115,90,25,1,0.47700000000000004,0.8,0.429,30,47,0.41700000000000004,0.737,0.188,26,42,0.4,0.26666666666666666
2021-11-18,DEN,PHI,89,103,-14,0,0.36,0.813,0.33299999999999996,22,46,0.506,0.5,0.379,22,45,0.6,0.5625
2021-11-18,UTA,TOR,119,103,16,1,0.55,0.9229999999999999,0.413,34,46,0.415,0.882,0.263,24,35,0.6666666666666666,0.4375
2021-11-19,CHO,IND,121,118,3,1,0.5429999999999999,0.75,0.387,28,45,0.466,0.7809999999999999,0.306,19,38,0.5882352941176471,0.35294117647058826
2021-11-19,DET,GSW,102,105,-3,0,0.4,0.8,0.33299999999999996,21,35,0.475,0.81,0.4,22,48,0.26666666666666666,0.875
2021-11-19,BOS,LAL,130,108,22,1,0.5,0.816,0.3670000000000001,22,51,0.46399999999999997,0.75,0.4,20,33,0.5,0.47058823529411764
2021-11-19,BRK,ORL,115,113,2,1,0.451,0.92,0.303,19,43,0.449,0.76,0.368,26,45,0.7058823529411765,0.25
2021-11-19,MIL,OKC,96,89,7,1,0.373,0.846,0.293,21,53,0.35200000000000004,0.619,0.25,17,53,0.5,0.4
2021-11-19,NOP,LAC,94,81,13,1,0.4370000000000001,0.625,0.433,19,55,0.37799999999999995,0.8,0.243,22,43,0.17647058823529413,0.5625
2021-11-19,DEN,CHI,108,114,-6,0,0.47600000000000003,0.8,0.37799999999999995,24,38,0.441,1.0,0.258,19,50,0.5625,0.6875
2021-11-19,PHO,DAL,112,104,8,1,0.518,0.7140000000000001,0.483,28,53,0.41100000000000003,0.7829999999999999,0.3,25,40,0.8,0.6
2021-11-19,SAC,TOR,89,108,-19,0,0.381,0.64,0.243,15,40,0.452,0.833,0.387,20,53,0.375,0.47058823529411764
2021-11-20,NYK,HOU,106,99,7,1,0.423,0.846,0.439,25,37,0.452,0.591,0.256,21,48,0.5625,0.0625
2021-11-20,IND,NOP,111,94,17,1,0.462,0.722,0.368,28,46,0.39799999999999996,0.9470000000000001,0.33299999999999996,17,52,0.3888888888888889,0.16666666666666666
2021-11-20,WAS,MIA,103,100,3,1,0.486,0.87,0.3670000000000001,22,35,0.469,0.85,0.259,21,37,0.6875,0.6470588235294118
2021-11-20,ATL,CHO,115,105,10,1,0.524,0.81,0.353,24,46,0.42200000000000004,0.6,0.25,26,51,0.47058823529411764,0.5555555555555556
2021-11-20,BOS,OKC,111,105,6,1,0.466,0.857,0.436,28,48,0.406,0.563,0.429,23,54,0.5294117647058824,0.375
2021-11-20,MIL,ORL,117,108,9,1,0.451,0.649,0.475,25,60,0.39799999999999996,0.7859999999999999,0.373,26,39,0.5294117647058824,0.23529411764705882
2021-11-20,MIN,MEM,138,95,43,1,0.5379999999999999,0.7140000000000001,0.488,28,50,0.349,0.8,0.281,21,33,0.4375,0.5
2021-11-20,POR,PHI,118,111,7,1,0.5,1.0,0.441,23,38,0.506,0.905,0.35700000000000004,24,32,0.5294117647058824,0.5294117647058824
2021-11-20,SAC,UTA,105,123,-18,0,0.451,0.619,0.32299999999999995,20,35,0.505,0.8240000000000001,0.436,20,52,0.35294117647058826,0.6875
2021-11-21,LAC,DAL,97,91,6,1,0.48,0.722,0.414,18,42,0.41,0.9440000000000001,0.2,21,39,0.5882352941176471,0.5625
2021-11-21,DET,LAL,116,121,-5,0,0.44299999999999995,0.762,0.35,27,39,0.489,0.778,0.32299999999999995,29,51,0.25,0.5
2021-11-21,CHI,NYK,109,103,6,1,0.42,0.889,0.379,21,44,0.41700000000000004,0.8390000000000001,0.259,16,44,0.7058823529411765,0.5294117647058824
2021-11-21,PHO,DEN,126,97,29,1,0.529,0.885,0.306,34,51,0.3670000000000001,0.7140000000000001,0.289,20,42,0.8125,0.5294117647058824
2021-11-21,GSW,TOR,119,104,15,1,0.494,0.792,0.489,31,47,0.39399999999999996,0.55,0.405,25,47,0.8823529411764706,0.4444444444444444
2021-11-22,CLE,BRK,112,117,-5,0,0.387,0.897,0.318,24,53,0.474,0.889,0.314,32,42,0.5,0.7222222222222222
2021-11-22,WAS,CHO,103,109,-6,0,0.38299999999999995,0.815,0.243,23,65,0.44,0.583,0.484,21,36,0.6470588235294118,0.5789473684210527
2021-11-22,ATL,OKC,113,101,12,1,0.483,0.938,0.41200000000000003,25,44,0.402,0.929,0.263,24,50,0.5,0.35294117647058826
2021-11-22,BOS,HOU,108,90,18,1,0.424,0.9470000000000001,0.34299999999999997,19,58,0.373,0.708,0.262,19,42,0.5555555555555556,0.058823529411764705
2021-11-22,CHI,IND,77,109,-32,0,0.365,0.6,0.214,13,38,0.444,0.889,0.419,27,59,0.6666666666666666,0.42105263157894735
2021-11-22,MIL,ORL,123,92,31,1,0.46799999999999997,0.708,0.4,28,55,0.366,0.722,0.268,16,47,0.5555555555555556,0.2222222222222222
2021-11-22,NOP,MIN,96,110,-14,0,0.42,0.889,0.188,24,48,0.4,0.7140000000000001,0.22699999999999998,21,49,0.15789473684210525,0.47058823529411764
2021-11-22,SAS,PHO,111,115,-4,0,0.527,0.5,0.25,23,44,0.511,0.813,0.444,25,44,0.25,0.8235294117647058
2021-11-22,UTA,MEM,118,119,-1,0,0.47100000000000003,0.76,0.395,26,46,0.442,0.815,0.371,24,50,0.6470588235294118,0.5294117647058824
2021-11-22,SAC,PHI,94,102,-8,0,0.413,0.7240000000000001,0.226,17,49,0.424,0.778,0.281,19,45,0.3333333333333333,0.5555555555555556
2021-11-23,DET,MIA,92,100,-8,0,0.41700000000000004,0.857,0.263,22,35,0.461,0.7240000000000001,0.31,22,51,0.23529411764705882,0.6666666666666666
2021-11-23,NYK,LAL,106,100,6,1,0.451,0.81,0.441,23,52,0.374,0.7,0.306,23,50,0.5555555555555556,0.47368421052631576
2021-11-23,POR,DEN,119,100,19,1,0.511,0.7,0.385,25,43,0.48700000000000004,0.818,0.455,26,37,0.5555555555555556,0.5
2021-11-23,LAC,DAL,104,112,-8,0,0.41200000000000003,0.828,0.313,17,47,0.43799999999999994,0.815,0.308,22,42,0.5555555555555556,0.5882352941176471
2021-11-24,CLE,PHO,115,120,-5,0,0.44299999999999995,0.68,0.308,22,44,0.523,0.7859999999999999,0.364,26,47,0.47368421052631576,0.8333333333333334
2021-11-24,IND,LAL,116,124,-8,0,0.40399999999999997,0.792,0.28300000000000003,25,52,0.442,0.862,0.405,20,52,0.4,0.5
2021-11-24,ORL,CHO,99,106,-7,0,0.409,0.8,0.35700000000000004,23,51,0.419,0.762,0.3,26,49,0.21052631578947367,0.6
2021-11-24,BOS,BRK,104,123,-19,0,0.374,0.893,0.22899999999999998,25,45,0.506,0.767,0.4,29,50,0.5263157894736842,0.7368421052631579
2021-11-24,HOU,CHI,118,113,5,1,0.5,0.773,0.47200000000000003,27,46,0.45799999999999996,0.833,0.429,26,40,0.1111111111111111,0.631578947368421
2021-11-24,MEM,TOR,113,126,-13,0,0.512,0.769,0.31,25,40,0.528,0.857,0.467,25,34,0.5,0.47368421052631576
2021-11-24,MIL,DET,114,93,21,1,0.483,0.882,0.41700000000000004,23,56,0.358,0.737,0.244,16,44,0.5789473684210527,0.2222222222222222
2021-11-24,MIN,MIA,113,101,12,1,0.409,0.905,0.327,24,52,0.446,0.69,0.35700000000000004,25,40,0.5,0.631578947368421
2021-11-24,NOP,WAS,127,102,25,1,0.45799999999999996,0.8440000000000001,0.414,33,52,0.429,0.639,0.226,23,45,0.2,0.6111111111111112
2021-11-24,OKC,UTA,104,110,-6,0,0.451,0.682,0.41700000000000004,21,43,0.45299999999999996,0.85,0.319,19,43,0.3333333333333333,0.6666666666666666
2021-11-24,SAS,ATL,106,124,-18,0,0.43,0.8,0.364,27,44,0.511,0.917,0.462,26,44,0.23529411764705882,0.5263157894736842
2021-11-24,GSW,PHI,116,96,20,1,0.525,0.708,0.395,32,41,0.425,0.909,0.28600000000000003,17,41,0.8888888888888888,0.5263157894736842
2021-11-24,SAC,POR,125,121,4,1,0.523,0.6759999999999999,0.364,21,43,0.46799999999999997,0.84,0.316,27,43,0.3684210526315789,0.5263157894736842
2021-11-26,LAC,DET,107,96,11,1,0.429,0.9470000000000001,0.289,26,54,0.3670000000000001,0.846,0.242,17,52,0.5789473684210527,0.21052631578947367
2021-11-26,CHO,MIN,133,115,18,1,0.557,0.8,0.575,32,44,0.45,0.737,0.314,24,45,0.6190476190476191,0.47368421052631576
2021-11-26,NYK,PHO,97,118,-21,0,0.37,0.773,0.308,13,51,0.557,0.81,0.46399999999999997,28,35,0.5263157894736842,0.8421052631578947
2021-11-26,ORL,CHI,88,123,-35,0,0.375,0.7,0.21899999999999997,18,36,0.5579999999999999,0.625,0.5,32,47,0.2,0.65
2021-11-26,IND,TOR,114,97,17,1,0.485,0.818,0.282,31,53,0.41600000000000004,0.727,0.233,17,41,0.42857142857142855,0.45
2021-11-26,MEM,ATL,100,132,-32,0,0.40700000000000003,0.737,0.316,27,36,0.584,0.7140000000000001,0.48100000000000004,33,49,0.47368421052631576,0.55
2021-11-26,OKC,WAS,99,101,-2,0,0.40399999999999997,0.857,0.33299999999999996,23,41,0.48100000000000004,1.0,0.345,17,43,0.3157894736842105,0.631578947368421
2021-11-26,SAS,BOS,96,88,8,1,0.4370000000000001,0.737,0.25,21,53,0.37,0.667,0.294,20,51,0.2777777777777778,0.5
2021-11-26,DEN,MIL,109,120,-11,0,0.435,0.857,0.36200000000000004,24,31,0.63,0.6,0.485,24,44,0.47368421052631576,0.6
2021-11-26,UTA,NOP,97,98,-1,0,0.45,0.667,0.39399999999999996,17,43,0.4270000000000001,0.846,0.40700000000000003,27,39,0.631578947368421,0.23809523809523808
2021-11-26,GSW,POR,118,103,15,1,0.54,0.75,0.324,31,48,0.419,0.7829999999999999,0.342,23,37,0.8947368421052632,0.5
2021-11-26,LAL,SAC,137,141,-4,0,0.5,0.7140000000000001,0.341,32,51,0.45,0.655,0.311,32,56,0.47619047619047616,0.4
2021-11-27,PHI,MIN,120,121,-1,0,0.419,0.769,0.353,27,44,0.5,0.688,0.389,22,54,0.5,0.5
2021-11-27,ATL,NYK,90,99,-9,0,0.355,0.75,0.243,18,52,0.439,0.727,0.379,20,50,0.5238095238095238,0.55
2021-11-27,BRK,PHO,107,113,-6,0,0.5,0.762,0.304,25,47,0.446,0.857,0.342,17,41,0.7,0.85
2021-11-27,CHI,MIA,104,107,-3,0,0.469,0.81,0.282,22,47,0.43,0.8640000000000001,0.35,23,36,0.6190476190476191,0.65
2021-11-27,CLE,ORL,105,92,13,1,0.456,0.75,0.359,28,51,0.39799999999999996,0.609,0.25,21,43,0.5,0.19047619047619047
2021-11-27,HOU,CHO,146,143,3,1,0.537,0.677,0.469,36,41,0.466,0.9,0.4,31,39,0.15789473684210525,0.5909090909090909
2021-11-27,DAL,WAS,114,120,-6,0,0.47200000000000003,0.727,0.368,23,35,0.5770000000000001,0.8079999999999999,0.375,28,43,0.5555555555555556,0.65
2021-11-27,UTA,NOP,127,105,22,1,0.563,0.773,0.5710000000000001,24,41,0.43,0.81,0.22899999999999998,27,45,0.65,0.22727272727272727
2021-11-28,LAC,GSW,90,105,-15,0,0.4,0.68,0.321,18,47,0.442,0.545,0.425,25,43,0.55,0.9
2021-11-28,IND,MIL,100,118,-18,0,0.413,0.75,0.267,21,45,0.511,0.818,0.22899999999999998,27,52,0.4090909090909091,0.6190476190476191
2021-11-28,MEM,SAC,128,101,27,1,0.48100000000000004,0.75,0.33299999999999996,30,68,0.34,0.703,0.214,17,49,0.5,0.38095238095238093
2021-11-28,TOR,BOS,97,109,-12,0,0.376,0.875,0.31,19,44,0.415,0.935,0.353,24,53,0.42857142857142855,0.5238095238095238
2021-11-28,LAL,DET,110,106,4,1,0.5,0.6,0.281,32,42,0.4270000000000001,0.895,0.39399999999999996,29,53,0.5,0.2
2021-11-29,PHI,ORL,101,96,5,1,0.402,0.722,0.303,24,55,0.41100000000000003,0.778,0.242,20,55,0.5238095238095238,0.18181818181818182
2021-11-29,MIA,DEN,111,120,-9,0,0.473,0.667,0.341,32,39,0.581,0.762,0.514,32,35,0.6190476190476191,0.5
2021-11-29,CHI,CHO,133,119,14,1,0.596,0.684,0.467,35,41,0.47700000000000004,0.81,0.462,23,34,0.6363636363636364,0.5652173913043478
2021-11-29,HOU,OKC,102,89,13,1,0.41700000000000004,0.636,0.326,31,60,0.35600000000000004,0.769,0.163,16,45,0.2,0.3
2021-11-29,MIN,IND,100,98,2,1,0.439,0.731,0.257,25,47,0.396,0.81,0.243,27,47,0.5238095238095238,0.391304347826087
2021-11-29,DAL,CLE,96,114,-18,0,0.43799999999999994,0.4,0.308,20,33,0.563,0.778,0.526,29,48,0.5263157894736842,0.5238095238095238
2021-11-29,SAS,WAS,116,99,17,1,0.5329999999999999,0.625,0.444,28,51,0.446,0.615,0.29,26,40,0.3157894736842105,0.6190476190476191
2021-11-29,UTA,POR,129,107,22,1,0.528,0.696,0.413,30,43,0.462,0.706,0.355,19,42,0.6666666666666666,0.47619047619047616
2021-11-29,LAC,NOP,104,123,-19,0,0.514,0.762,0.389,17,35,0.511,0.813,0.4,30,47,0.5238095238095238,0.2608695652173913
2021-11-30,BRK,NYK,112,110,2,1,0.48200000000000004,0.88,0.28600000000000003,27,38,0.484,0.917,0.344,27,42,0.7142857142857143,0.5238095238095238
2021-11-30,TOR,MEM,91,98,-7,0,0.396,0.75,0.256,14,44,0.387,0.8420000000000001,0.294,18,54,0.4090909090909091,0.5238095238095238
2021-11-30,PHO,GSW,104,96,8,1,0.494,0.545,0.4,28,35,0.419,0.7140000000000001,0.35,25,51,0.8571428571428571,0.8571428571428571
2021-11-30,POR,DET,110,92,18,1,0.4270000000000001,0.778,0.33299999999999996,24,43,0.382,0.833,0.257,17,45,0.5,0.19047619047619047
2021-11-30,SAC,LAL,92,117,-25,0,0.44299999999999995,0.727,0.207,22,40,0.5,0.7,0.39299999999999996,21,47,0.36363636363636365,0.5217391304347826
2021-12-01,IND,ATL,111,114,-3,0,0.489,0.813,0.303,23,40,0.512,0.833,0.485,24,41,0.375,0.5454545454545454
2021-12-01,ORL,DEN,108,103,5,1,0.5429999999999999,0.737,0.222,26,39,0.488,0.7140000000000001,0.294,22,35,0.21739130434782608,0.47619047619047616
2021-12-01,WAS,MIN,115,107,8,1,0.495,0.7140000000000001,0.313,34,52,0.42,0.846,0.297,15,39,0.6363636363636364,0.5
2021-12-01,BOS,PHI,88,87,1,1,0.418,0.733,0.39299999999999996,18,46,0.371,0.765,0.258,20,46,0.5454545454545454,0.5
2021-12-01,MIA,CLE,85,111,-26,0,0.376,0.6920000000000001,0.324,21,28,0.544,0.9129999999999999,0.516,27,46,0.5909090909090909,0.5454545454545454
2021-12-01,MIL,CHO,127,125,2,1,0.489,0.8079999999999999,0.389,29,45,0.494,0.857,0.41200000000000003,30,36,0.6363636363636364,0.5416666666666666
2021-12-01,NOP,DAL,107,139,-32,0,0.449,0.875,0.35100000000000003,22,32,0.687,0.778,0.529,32,34,0.25,0.55
2021-12-01,OKC,HOU,110,114,-4,0,0.47100000000000003,0.759,0.25,16,35,0.506,0.8640000000000001,0.405,25,40,0.2857142857142857,0.23809523809523808
2021-12-01,LAC,SAC,115,124,-9,0,0.47,0.75,0.29,35,49,0.523,0.85,0.395,28,38,0.5,0.391304347826087
2021-12-02,NYK,CHI,115,119,-4,0,0.512,0.815,0.34600000000000003,19,39,0.494,0.9520000000000001,0.379,24,39,0.5,0.6521739130434783
2021-12-02,TOR,MIL,97,93,4,1,0.42,0.643,0.35,23,47,0.376,0.72,0.355,16,47,0.43478260869565216,0.6086956521739131
2021-12-02,MEM,OKC,152,79,73,1,0.625,0.722,0.528,41,53,0.32899999999999996,0.818,0.289,14,26,0.5454545454545454,0.2727272727272727
2021-12-02,PHO,DET,114,103,11,1,0.544,0.696,0.5710000000000001,23,44,0.45,0.769,0.40700000000000003,20,36,0.8636363636363636,0.18181818181818182
2021-12-02,POR,SAS,83,114,-31,0,0.354,0.765,0.353,19,41,0.484,0.75,0.389,32,48,0.4782608695652174,0.35
2021-12-03,IND,MIA,104,113,-9,0,0.43799999999999994,0.758,0.25,20,39,0.531,0.846,0.47100000000000003,24,38,0.36,0.6086956521739131
2021-12-03,WAS,CLE,101,116,-15,0,0.46299999999999997,0.789,0.32299999999999995,21,33,0.47200000000000003,0.76,0.433,30,54,0.6086956521739131,0.5652173913043478
2021-12-03,ATL,PHI,96,98,-2,0,0.408,0.8,0.35700000000000004,20,47,0.469,0.765,0.409,22,40,0.5217391304347826,0.5217391304347826
2021-12-03,BRK,MIN,110,105,5,1,0.474,0.78,0.261,26,41,0.387,0.833,0.31,22,44,0.7272727272727273,0.4782608695652174
2021-12-03,HOU,ORL,118,116,2,1,0.478,0.867,0.36200000000000004,33,35,0.488,0.905,0.35100000000000003,24,45,0.2727272727272727,0.20833333333333334
2021-12-03,DAL,NOP,91,107,-16,0,0.405,0.654,0.294,17,42,0.41100000000000003,0.75,0.4,30,55,0.5238095238095238,0.28
2021-12-03,UTA,BOS,137,130,7,1,0.556,0.87,0.529,26,44,0.516,1.0,0.359,23,30,0.6818181818181818,0.5217391304347826
2021-12-03,GSW,PHO,118,96,22,1,0.489,0.75,0.48700000000000004,30,51,0.38299999999999995,0.743,0.364,23,38,0.8636363636363636,0.8260869565217391
2021-12-03,LAL,LAC,115,119,-4,0,0.5,0.619,0.364,28,43,0.506,0.875,0.457,28,34,0.5,0.5217391304347826
2021-12-04,NYK,DEN,99,113,-14,0,0.39799999999999996,0.81,0.3,23,40,0.524,1.0,0.465,30,42,0.4782608695652174,0.5
2021-12-04,BRK,CHI,107,111,-4,0,0.414,0.778,0.32,28,55,0.47700000000000004,0.7040000000000001,0.32299999999999995,22,47,0.6956521739130435,0.6666666666666666
2021-12-04,MIL,MIA,124,102,22,1,0.449,0.9,0.36,32,57,0.405,0.708,0.395,29,39,0.625,0.5833333333333334
2021-12-04,DAL,MEM,90,97,-7,0,0.337,0.684,0.349,19,42,0.48700000000000004,0.583,0.34600000000000003,20,52,0.5,0.5652173913043478
2021-12-04,GSW,SAS,107,112,-5,0,0.444,0.667,0.33299999999999996,26,45,0.47700000000000004,0.8420000000000001,0.34299999999999997,24,45,0.8260869565217391,0.38095238095238093
2021-12-04,POR,BOS,117,145,-28,0,0.47200000000000003,0.7809999999999999,0.276,22,32,0.563,0.897,0.568,26,46,0.4583333333333333,0.5416666666666666
2021-12-04,SAC,LAC,104,99,5,1,0.419,0.8,0.353,19,51,0.382,0.667,0.382,23,47,0.4166666666666667,0.5
2021-12-05,CLE,UTA,108,109,-1,0,0.462,0.769,0.368,20,45,0.444,0.9,0.41700000000000004,24,46,0.5416666666666666,0.6956521739130435
2021-12-05,ATL,CHO,127,130,-3,0,0.516,0.778,0.45899999999999996,29,45,0.535,0.75,0.45899999999999996,21,39,0.5,0.56
2021-12-05,TOR,WAS,102,90,12,1,0.447,0.75,0.348,22,47,0.41100000000000003,0.759,0.32,20,43,0.4583333333333333,0.5833333333333334
2021-12-05,HOU,NOP,118,108,10,1,0.494,0.7929999999999999,0.425,24,40,0.426,0.72,0.263,19,50,0.30434782608695654,0.2692307692307692
2021-12-06,CHO,PHI,124,127,-3,0,0.449,0.706,0.348,31,42,0.529,0.741,0.41700000000000004,28,49,0.5384615384615384,0.5416666666666666
2021-12-06,DET,OKC,103,114,-11,0,0.414,0.833,0.39,21,52,0.5,0.767,0.36,22,40,0.17391304347826086,0.30434782608695654
2021-12-06,IND,WAS,116,110,6,1,0.524,0.955,0.391,25,40,0.531,0.81,0.467,25,30,0.38461538461538464,0.56
2021-12-06,MIA,MEM,90,105,-15,0,0.461,0.8240000000000001,0.273,26,36,0.4270000000000001,0.762,0.39399999999999996,26,47,0.56,0.5833333333333334
2021-12-06,CHI,DEN,109,97,12,1,0.451,0.7,0.371,25,55,0.396,0.667,0.344,30,50,0.68,0.4782608695652174
2021-12-06,MIL,CLE,112,104,8,1,0.465,0.792,0.406,21,53,0.389,0.95,0.326,27,39,0.64,0.52
