DATE,HOME_ABBR,VISITOR_ABBR,PTS_home,PTS_away,margin,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away
2021-01-28,HOU,3,104.0,101.0,POR,.422,.833,.277,19,47,.419,.750,.415,16,49
2021-01-28,DET,15,107.0,92.0,LAL,.460,1.000,.389,27,38,.409,.667,.429,25,44
2021-01-28,MIA,-4,105.0,109.0,LAC,.444,.800,.394,24,45,.414,.909,.405,22,55
2021-01-28,PHO,21,114.0,93.0,GSW,.466,.913,.344,34,57,.384,.750,.289,21,48
2021-01-29,CHO,3,108.0,105.0,IND,.506,.667,.432,35,42,.483,.769,.314,30,39
2021-01-29,WAS,-16,100.0,116.0,ATL,.365,.816,.250,13,47,.448,.765,.324,16,47
2021-01-29,NOP,5,131.0,126.0,MIL,.469,.714,.438,32,45,.500,.773,.371,29,49
2021-01-29,NYK,21,102.0,81.0,CLE,.488,.875,.370,20,41,.345,.833,.308,15,43
2021-01-29,TOR,-2,124.0,126.0,SAC,.488,.818,.406,20,35,.551,.774,.444,31,38
2021-01-29,MIN,-24,94.0,118.0,PHI,.427,.778,.303,20,38,.448,.842,.500,20,51
2021-01-29,OKC,-22,125.0,147.0,BRK,.465,.853,.421,23,36,.570,.875,.422,33,50
2021-01-29,ORL,-26,90.0,116.0,LAC,.360,.889,.303,20,49,.489,1.000,.351,25,49
2021-01-29,SAS,10,119.0,109.0,DEN,.543,.808,.435,29,41,.526,.650,.452,25,37
2021-01-29,UTA,19,120.0,101.0,DAL,.437,.923,.417,21,56,.430,.667,.273,20,40
2021-01-30,CHI,-1,122.0,123.0,POR,.506,1.000,.467,31,43,.511,.842,.405,20,35
2021-01-30,CHO,12,126.0,114.0,MIL,.478,.850,.477,32,41,.488,.667,.400,22,46
2021-01-30,MIA,1,105.0,104.0,SAC,.468,.846,.344,25,39,.482,.455,.378,22,41
2021-01-30,NOP,-14,112.0,126.0,HOU,.451,.621,.293,27,48,.489,.800,.435,32,45
2021-01-30,BOS,-1,95.0,96.0,LAL,.488,.643,.286,24,42,.440,.684,.290,20,45
2021-01-30,SAS,-17,112.0,129.0,MEM,.470,.808,.448,25,38,.560,.667,.486,34,45
2021-01-30,DAL,-6,105.0,111.0,PHO,.530,.571,.310,22,37,.457,.871,.455,22,42
2021-01-30,GSW,27,118.0,91.0,DET,.528,.700,.472,34,47,.377,.750,.250,17,38
2021-01-31,NYK,-14,115.0,129.0,LAC,.482,.821,.370,21,36,.543,.857,.447,26,38
2021-01-31,DEN,11,128.0,117.0,UTA,.540,.842,.643,28,39,.427,.846,.426,28,38
2021-01-31,IND,-9,110.0,119.0,PHI,.488,.818,.357,21,41,.489,.677,.308,20,44
2021-01-31,TOR,13,115.0,102.0,ORL,.456,.955,.308,27,48,.402,.821,.361,22,42
2021-01-31,WAS,3,149.0,146.0,BRK,.519,.781,.308,24,39,.568,.818,.528,33,45
2021-01-31,MIN,5,109.0,104.0,CLE,.451,.733,.400,24,34,.488,.783,.250,20,55
2021-02-01,ATL,-8,99.0,107.0,LAL,.474,.824,.379,27,36,.519,.833,.304,24,31
2021-02-01,MIA,-8,121.0,129.0,CHO,.473,.640,.413,28,48,.453,.846,.512,31,44
2021-02-01,CHI,8,110.0,102.0,NYK,.477,.750,.324,30,40,.425,.846,.207,21,45
2021-02-01,CLE,2,100.0,98.0,MIN,.417,.742,.318,26,52,.392,.636,.289,20,45
2021-02-01,MIL,28,134.0,106.0,POR,.552,.583,.500,38,53,.375,1.000,.357,19,45
2021-02-01,NOP,-9,109.0,118.0,SAC,.396,.833,.300,22,46,.477,.769,.326,31,52
2021-02-01,OKC,-30,106.0,136.0,HOU,.438,.789,.382,21,45,.480,.909,.538,30,50
2021-02-01,DAL,-1,108.0,109.0,PHO,.430,.960,.313,16,42,.467,.833,.371,19,45
2021-02-01,SAS,-31,102.0,133.0,MEM,.416,.682,.351,28,42,.559,.778,.500,37,53
2021-02-02,ORL,-15,108.0,123.0,TOR,.461,.857,.368,24,46,.482,.920,.444,32,40
2021-02-02,BRK,4,124.0,120.0,LAC,.570,.808,.419,25,44,.455,.882,.417,21,39
2021-02-02,IND,18,134.0,116.0,MEM,.598,.690,.552,30,42,.452,.958,.360,27,36
2021-02-02,WAS,-11,121.0,132.0,POR,.554,.765,.400,32,39,.463,1.000,.457,19,44
2021-02-02,GSW,-4,107.0,111.0,BOS,.458,.696,.405,30,36,.464,.741,.382,16,51
2021-02-02,UTA,12,117.0,105.0,DET,.463,.862,.381,23,44,.419,.900,.333,18,46
2021-02-03,CHO,-7,111.0,118.0,PHI,.448,.826,.378,28,37,.519,.813,.417,23,40
2021-02-03,MIL,20,130.0,110.0,IND,.471,.929,.438,33,53,.453,.867,.324,28,46
2021-02-03,ATL,-6,116.0,122.0,DAL,.500,.706,.368,31,46,.462,.920,.325,27,45
2021-02-03,CHI,-4,103.0,107.0,NYK,.489,.688,.167,25,38,.483,.667,.500,19,47
2021-02-03,CLE,-22,99.0,121.0,LAC,.446,.765,.400,21,37,.557,.765,.588,22,46
2021-02-03,MIA,-3,100.0,103.0,WAS,.434,.727,.343,24,44,.417,.720,.405,20,49
2021-02-03,OKC,17,104.0,87.0,HOU,.434,.846,.303,19,51,.384,.692,.261,21,41
2021-02-03,SAS,3,111.0,108.0,MIN,.448,.750,.269,28,45,.457,.818,.394,22,49
2021-02-03,NOP,22,123.0,101.0,PHO,.511,.810,.424,30,44,.463,.850,.229,26,39
2021-02-03,SAC,5,116.0,111.0,BOS,.457,.826,.351,23,44,.453,.759,.333,28,45
2021-02-04,ATL,-21,91.0,112.0,UTA,.327,.947,.290,19,49,.484,.846,.481,19,52
2021-02-04,DAL,-31,116.0,147.0,GSW,.413,.870,.400,26,42,.573,.852,.512,37,45
2021-02-04,PHI,-16,105.0,121.0,POR,.481,.833,.259,19,37,.459,.783,.419,17,53
2021-02-04,MEM,-12,103.0,115.0,HOU,.425,.708,.343,28,43,.471,.824,.422,26,44
2021-02-04,LAL,21,114.0,93.0,DEN,.568,.636,.333,29,40,.391,.867,.286,19,42
2021-02-05,IND,-1,113.0,114.0,NOP,.441,.688,.476,31,37,.539,.731,.520,23,50
2021-02-05,ORL,4,123.0,119.0,CHI,.519,.757,.407,27,49,.479,.900,.300,27,40
2021-02-05,BRK,-6,117.0,123.0,TOR,.488,.759,.405,29,40,.505,.857,.406,22,41
2021-02-05,CLE,-18,105.0,123.0,MIL,.446,.750,.344,23,36,.515,.727,.318,28,54
2021-02-05,CHO,-17,121.0,138.0,UTA,.462,.824,.314,26,40,.552,.889,.520,32,44
2021-02-05,MIA,27,122.0,95.0,WAS,.500,.870,.444,27,48,.371,.875,.242,19,40
2021-02-05,OKC,-3,103.0,106.0,MIN,.459,.706,.382,28,44,.436,.889,.400,27,43
2021-02-05,PHO,17,109.0,92.0,DET,.494,.813,.375,26,50,.374,.607,.194,20,45
2021-02-05,LAC,-4,115.0,119.0,BOS,.519,.810,.438,26,47,.478,.810,.421,21,34
2021-02-06,NYK,11,110.0,99.0,POR,.500,.692,.433,20,51,.416,.500,.362,15,41
2021-02-06,SAC,5,119.0,114.0,DEN,.484,.708,.400,30,45,.464,.786,.371,30,47
2021-02-06,ORL,-26,92.0,118.0,CHI,.389,1.000,.222,17,47,.516,.692,.500,28,47
2021-02-06,ATL,11,132.0,121.0,TOR,.568,.879,.528,31,43,.423,.765,.342,24,38
2021-02-06,CLE,-25,99.0,124.0,MIL,.453,.714,.214,21,40,.547,.609,.471,25,43
2021-02-06,HOU,-5,106.0,111.0,SAS,.432,.720,.316,21,46,.425,.806,.320,22,44
2021-02-06,OKC,2,120.0,118.0,MIN,.511,.800,.364,25,43,.505,.545,.333,27,40
2021-02-06,PHI,16,124.0,108.0,BRK,.511,.818,.370,27,51,.443,.882,.366,21,34
2021-02-06,DAL,2,134.0,132.0,GSW,.458,.833,.447,27,47,.535,.870,.444,27,40
2021-02-06,NOP,9,118.0,109.0,MEM,.517,.619,.455,27,42,.444,.842,.333,27,45
2021-02-06,LAL,6,135.0,129.0,DET,.560,.857,.474,32,41,.479,.821,.381,31,35
2021-02-07,CHO,22,119.0,97.0,WAS,.424,.769,.417,21,59,.378,.714,.225,22,48
2021-02-07,IND,-8,95.0,103.0,UTA,.398,.722,.276,23,45,.413,.667,.310,22,60
2021-02-07,NYK,-6,103.0,109.0,MIA,.447,.733,.381,23,44,.482,.800,.371,25,44
2021-02-07,PHO,9,100.0,91.0,BOS,.488,1.000,.276,25,50,.355,.667,.386,19,41
2021-02-07,LAC,-3,110.0,113.0,SAC,.414,.870,.286,19,53,.489,.733,.345,25,52
2021-02-08,CHO,25,119.0,94.0,HOU,.489,.923,.463,28,51,.407,.688,.277,20,39
2021-02-08,CHI,-4,101.0,105.0,WAS,.424,.833,.300,23,50,.419,.750,.231,23,47
2021-02-08,MEM,-15,113.0,128.0,TOR,.425,.897,.333,27,42,.545,.923,.541,28,37
2021-02-08,DAL,5,127.0,122.0,MIN,.517,.833,.353,30,48,.462,.714,.429,27,41
2021-02-08,SAS,5,105.0,100.0,GSW,.406,.842,.355,24,46,.442,.733,.351,29,49
2021-02-08,PHO,6,119.0,113.0,CLE,.522,.737,.458,29,41,.512,.680,.333,23,39
2021-02-08,DEN,-13,112.0,125.0,MIL,.436,.938,.417,22,38,.506,.864,.400,24,50
2021-02-08,LAL,7,119.0,112.0,OKC,.463,.759,.237,28,59,.391,.737,.316,23,55
2021-02-09,DET,11,122.0,111.0,BRK,.560,.714,.448,28,37,.500,.875,.355,30,34
2021-02-09,MIA,2,98.0,96.0,NYK,.371,.821,.424,21,38,.425,.750,.357,22,46
2021-02-09,NOP,29,130.0,101.0,HOU,.511,.857,.387,31,55,.418,.571,.302,24,37
2021-02-09,SAS,-23,91.0,114.0,GSW,.372,.905,.333,20,45,.462,.684,.425,26,50
2021-02-09,POR,9,106.0,97.0,ORL,.389,.947,.391,18,54,.420,.545,.314,22,53
2021-02-09,SAC,-8,111.0,119.0,PHI,.434,.579,.333,24,39,.482,.800,.450,24,59
2021-02-09,UTA,14,122.0,108.0,BOS,.476,.889,.375,28,41,.442,.826,.448,18,35
