,DATE,HOME_ABBR,VISITOR_ABBR,PTS_home,PTS_away,MARGIN,FG_PCT_home,FT_PCT_home,FG3_PCT_home,FG_PCT_away,FT_PCT_away,FG3_PCT_away,home,visitor
0,2022-02-24,DET,CLE,109.4,107.6,1.8000000000000114,0.4495,0.7834999999999999,0.33920000000000006,0.488,0.7338,0.357,0.21,0.61
1,2022-02-24,BRK,BOS,108.0,111.7,-3.700000000000003,0.4562999999999999,0.7948999999999999,0.3126,0.48019999999999996,0.817,0.3739,0.52,0.56
2,2022-02-24,CHI,ATL,120.1,111.4,8.699999999999989,0.5225,0.8398999999999999,0.3714,0.4548,0.8400000000000001,0.3415,0.64,0.47
3,2022-02-24,MIN,MEM,114.0,119.7,-5.700000000000003,0.4553,0.7331,0.3466,0.4689,0.6748000000000001,0.3206,0.52,0.68
4,2022-02-24,OKC,PHO,100.8,113.2,-12.400000000000006,0.417,0.7777000000000001,0.3204,0.48950000000000005,0.7840999999999999,0.31809999999999994,0.31,0.82
5,2022-02-24,POR,GSW,105.2,108.5,-3.299999999999997,0.43710000000000004,0.7272,0.35050000000000003,0.44509999999999994,0.8051999999999998,0.3639,0.40,0.71
6,2022-02-24,SAC,DEN,117.5,111.9,5.599999999999994,0.48460000000000003,0.7827000000000001,0.382,0.4732,0.8259000000000001,0.35090000000000005,0.36,0.56
