DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS
2021-02-18,Brooklyn Nets,,Los Angeles Lakers,
2021-02-18,Miami Heat,,Sacramento Kings,
2021-02-19,Denver Nuggets,,Charlotte Hornets,
2021-02-19,Golden State Warriors,,Orlando Magic,
2021-02-19,Chicago Bulls,,Philadelphia 76ers,
2021-02-19,Atlanta Hawks,,Boston Celtics,
2021-02-19,Detroit Pistons,,Memphis Grizzlies,
2021-02-19,Oklahoma City Thunder,,Milwaukee Bucks,
2021-02-19,Toronto Raptors,,Minnesota Timberwolves,
2021-02-19,Phoenix Suns,,New Orleans Pelicans,
2021-02-19,Dallas Mavericks,,Houston Rockets,
2021-02-19,Utah Jazz,,Los Angeles Clippers,
2021-02-20,San Antonio Spurs,,New York Knicks,
2021-02-20,Golden State Warriors,,Charlotte Hornets,
2021-02-20,Sacramento Kings,,Chicago Bulls,
2021-02-20,Indiana Pacers,,Houston Rockets,
2021-02-20,Phoenix Suns,,Memphis Grizzlies,
2021-02-20,Miami Heat,,Los Angeles Lakers,
2021-02-20,Washington Wizards,,Portland Trail Blazers,
2021-02-21,Boston Celtics,,New Orleans Pelicans,
2021-02-21,Oklahoma City Thunder,,Cleveland Cavaliers,
2021-02-21,Detroit Pistons,,Orlando Magic,
2021-02-21,Philadelphia 76ers,,Toronto Raptors,
2021-02-21,Minnesota Timberwolves,,New York Knicks,
2021-02-21,Denver Nuggets,,Atlanta Hawks,
2021-02-21,Brooklyn Nets,,Los Angeles Clippers,
2021-02-21,Sacramento Kings,,Milwaukee Bucks,
2021-02-22,San Antonio Spurs,,Indiana Pacers,
2021-02-22,Chicago Bulls,,Houston Rockets,
2021-02-22,Miami Heat,,Oklahoma City Thunder,
2021-02-22,Memphis Grizzlies,,Dallas Mavericks,
2021-02-22,Portland Trail Blazers,,Phoenix Suns,
2021-02-22,Charlotte Hornets,,Utah Jazz,
2021-02-22,Washington Wizards,,Los Angeles Lakers,
2021-02-23,Atlanta Hawks,,Cleveland Cavaliers,
2021-02-23,Detroit Pistons,,Orlando Magic,
2021-02-23,Sacramento Kings,,Brooklyn Nets,
2021-02-23,Boston Celtics,,Dallas Mavericks,
2021-02-23,Golden State Warriors,,New York Knicks,
2021-02-23,Philadelphia 76ers,,Toronto Raptors,
2021-02-23,Minnesota Timberwolves,,Milwaukee Bucks,
2021-02-23,Portland Trail Blazers,,Denver Nuggets,
2021-02-23,Washington Wizards,,Los Angeles Clippers,
2021-02-24,Golden State Warriors,,Indiana Pacers,
2021-02-24,Boston Celtics,,Atlanta Hawks,
2021-02-24,Houston Rockets,,Cleveland Cavaliers,
2021-02-24,Toronto Raptors,,Miami Heat,
2021-02-24,Minnesota Timberwolves,,Chicago Bulls,
2021-02-24,Detroit Pistons,,New Orleans Pelicans,
2021-02-24,San Antonio Spurs,,Oklahoma City Thunder,
2021-02-24,Charlotte Hornets,,Phoenix Suns,
2021-02-24,Los Angeles Lakers,,Utah Jazz,
2021-02-25,Dallas Mavericks,,Philadelphia 76ers,
2021-02-25,Orlando Magic,,Brooklyn Nets,
2021-02-25,Sacramento Kings,,New York Knicks,
2021-02-25,Los Angeles Clippers,,Memphis Grizzlies,
2021-02-25,Washington Wizards,,Denver Nuggets,
2021-02-25,New Orleans Pelicans,,Milwaukee Bucks,
2021-02-26,Sacramento Kings,,Detroit Pistons,
2021-02-26,Indiana Pacers,,Boston Celtics,
2021-02-26,Houston Rockets,,Toronto Raptors,
2021-02-26,Phoenix Suns,,Chicago Bulls,
2021-02-26,Los Angeles Clippers,,Memphis Grizzlies,
2021-02-26,Utah Jazz,,Miami Heat,
2021-02-26,Atlanta Hawks,,Oklahoma City Thunder,
2021-02-26,Charlotte Hornets,,Golden State Warriors,
2021-02-26,Portland Trail Blazers,,Los Angeles Lakers,
2021-02-27,Cleveland Cavaliers,,Philadelphia 76ers,
2021-02-27,New Orleans Pelicans,,San Antonio Spurs,
2021-02-27,Indiana Pacers,,New York Knicks,
2021-02-27,Utah Jazz,,Orlando Magic,
2021-02-27,Minnesota Timberwolves,,Washington Wizards,
2021-02-27,Denver Nuggets,,Oklahoma City Thunder,
2021-02-27,Dallas Mavericks,,Brooklyn Nets,
2021-02-28,Los Angeles Clippers,,Milwaukee Bucks,
2021-02-28,New York Knicks,,Detroit Pistons,
2021-02-28,Atlanta Hawks,,Miami Heat,
2021-02-28,Chicago Bulls,,Toronto Raptors,
2021-02-28,Washington Wizards,,Boston Celtics,
2021-02-28,Memphis Grizzlies,,Houston Rockets,
2021-02-28,Golden State Warriors,,Los Angeles Lakers,
2021-02-28,Phoenix Suns,,Minnesota Timberwolves,
2021-02-28,Charlotte Hornets,,Sacramento Kings,
2021-03-01,Dallas Mavericks,,Orlando Magic,
2021-03-01,Indiana Pacers,,Philadelphia 76ers,
2021-03-01,Cleveland Cavaliers,,Houston Rockets,
2021-03-01,Utah Jazz,,New Orleans Pelicans,
2021-03-01,Denver Nuggets,,Chicago Bulls,
2021-03-01,Brooklyn Nets,,San Antonio Spurs,
2021-03-01,Charlotte Hornets,,Portland Trail Blazers,
2021-03-02,Memphis Grizzlies,,Washington Wizards,
2021-03-02,Los Angeles Clippers,,Boston Celtics,
2021-03-02,Atlanta Hawks,,Miami Heat,
2021-03-02,Detroit Pistons,,Toronto Raptors,
2021-03-02,Denver Nuggets,,Milwaukee Bucks,
2021-03-02,New York Knicks,,San Antonio Spurs,
2021-03-02,Phoenix Suns,,Los Angeles Lakers,
2021-03-03,Indiana Pacers,,Cleveland Cavaliers,
2021-03-03,Atlanta Hawks,,Orlando Magic,
2021-03-03,Utah Jazz,,Philadelphia 76ers,
2021-03-03,Brooklyn Nets,,Houston Rockets,
2021-03-03,Charlotte Hornets,,Minnesota Timberwolves,
2021-03-03,Chicago Bulls,,New Orleans Pelicans,
2021-03-03,Oklahoma City Thunder,,Dallas Mavericks,
2021-03-03,Golden State Warriors,,Portland Trail Blazers,
2021-03-03,Los Angeles Lakers,,Sacramento Kings,
2021-03-04,Toronto Raptors,,Boston Celtics,
2021-03-04,Denver Nuggets,,Indiana Pacers,
2021-03-04,Los Angeles Clippers,,Washington Wizards,
2021-03-04,Milwaukee Bucks,,Memphis Grizzlies,
2021-03-04,Oklahoma City Thunder,,San Antonio Spurs,
2021-03-04,Miami Heat,,New Orleans Pelicans,
2021-03-04,Golden State Warriors,,Phoenix Suns,
2021-03-04,Sacramento Kings,,Portland Trail Blazers,
