DATE,HOME_ABBR,VISITOR_ABBR,PTS_home,PTS_away,margin,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
2021-01-22,CHO,CHI,110.0,123.0,-13,0.494,0.76,0.219,22,46,0.51,0.833,0.349,33,43,0
2021-01-22,DET,HOU,102.0,103.0,-1,0.378,0.6759999999999999,0.469,17,55,0.389,0.75,0.341,24,51,0
2021-01-22,IND,ORL,120.0,118.0,2,0.495,0.889,0.353,28,44,0.457,0.625,0.459,29,49,1
2021-01-22,CLE,BRK,125.0,113.0,12,0.517,0.8440000000000001,0.32,24,50,0.483,0.882,0.326,23,29,1
2021-01-22,PHI,BOS,122.0,110.0,12,0.556,0.833,0.429,23,45,0.456,0.8,0.4,23,32,1
2021-01-22,TOR,MIA,101.0,81.0,20,0.464,0.667,0.425,22,45,0.429,0.8,0.226,19,32,1
2021-01-22,MIN,ATL,98.0,116.0,-18,0.43,0.833,0.25,30,40,0.458,0.833,0.429,21,55,0
2021-01-22,SAS,DAL,117.0,122.0,-5,0.461,0.767,0.429,21,49,0.484,0.9,0.359,23,42,0
2021-01-22,LAC,OKC,120.0,106.0,14,0.512,0.96,0.303,21,48,0.471,0.769,0.333,24,29,1
2021-01-22,PHO,DEN,126.0,130.0,-4,0.5,1.0,0.386,30,45,0.515,0.947,0.231,32,43,0
2021-01-22,SAC,NYK,103.0,94.0,9,0.418,0.7140000000000001,0.353,21,55,0.383,0.68,0.227,19,57,1
2021-01-23,BRK,MIA,128.0,124.0,4,0.53,0.8079999999999999,0.514,34,47,0.472,0.8440000000000001,0.28300000000000003,29,31,1
2021-01-23,DET,PHI,110.0,114.0,-4,0.43,0.733,0.424,25,43,0.458,0.789,0.348,14,49,0
2021-01-23,MIN,NOP,120.0,110.0,10,0.429,0.8109999999999999,0.353,23,50,0.46,0.7140000000000001,0.303,21,42,1
2021-01-23,CHI,LAL,90.0,101.0,-11,0.393,0.727,0.32,18,45,0.456,0.8059999999999999,0.211,20,42,0
2021-01-23,DAL,HOU,108.0,133.0,-25,0.446,0.725,0.2,15,36,0.547,0.7929999999999999,0.4320000000000001,28,52,0
2021-01-23,PHO,DEN,112.0,120.0,-8,0.402,0.778,0.302,26,50,0.412,0.7809999999999999,0.417,22,65,0
2021-01-23,UTA,GSW,127.0,108.0,19,0.479,0.773,0.4,28,57,0.452,0.667,0.359,30,35,1
2021-01-24,IND,TOR,102.0,107.0,-5,0.402,0.8640000000000001,0.333,23,47,0.411,0.6920000000000001,0.429,24,45,0
2021-01-24,LAC,OKC,108.0,100.0,8,0.446,0.75,0.304,26,46,0.442,0.643,0.2,22,51,1
2021-01-24,BOS,CLE,141.0,103.0,38,0.5589999999999999,0.852,0.5,26,55,0.4,0.735,0.303,24,34,1
2021-01-24,ORL,CHO,104.0,107.0,-3,0.448,0.6920000000000001,0.447,27,43,0.477,0.563,0.389,28,43,0
2021-01-24,MIL,ATL,129.0,115.0,14,0.5489999999999999,0.7040000000000001,0.32299999999999995,32,52,0.506,0.773,0.359,27,27,1
2021-01-24,SAS,WAS,121.0,101.0,20,0.5,0.909,0.484,27,44,0.424,0.643,0.333,23,50,1
2021-01-24,POR,NYK,116.0,113.0,3,0.47,0.913,0.37,19,39,0.453,0.92,0.414,20,47,1
2021-01-25,DET,PHI,119.0,104.0,15,0.5,0.8420000000000001,0.447,22,47,0.426,0.75,0.321,15,36,1
2021-01-25,IND,TOR,129.0,114.0,15,0.513,0.8220000000000001,0.414,26,45,0.409,0.889,0.368,24,39,1
2021-01-25,ORL,CHO,117.0,108.0,9,0.477,0.636,0.514,31,49,0.438,0.7040000000000001,0.289,22,41,1
2021-01-25,BRK,MIA,98.0,85.0,13,0.4,0.8640000000000001,0.289,24,49,0.369,0.706,0.256,20,45,1
2021-01-25,CLE,LAL,108.0,115.0,-7,0.465,0.8640000000000001,0.429,19,44,0.483,0.75,0.313,21,40,0
2021-01-25,DAL,DEN,113.0,117.0,-4,0.488,0.833,0.344,26,34,0.506,0.7859999999999999,0.429,25,49,0
2021-01-25,CHI,BOS,103.0,119.0,-16,0.466,0.4,0.436,28,41,0.506,0.8,0.517,28,44,0
2021-01-25,GSW,MIN,130.0,108.0,22,0.494,0.757,0.467,21,46,0.415,0.88,0.333,26,47,1
2021-01-25,POR,OKC,122.0,125.0,-3,0.469,0.762,0.341,17,50,0.512,0.6,0.45,25,43,0
2021-01-26,ATL,LAC,108.0,99.0,9,0.463,0.96,0.385,20,46,0.404,0.8640000000000001,0.308,23,46,1
2021-01-26,HOU,WAS,107.0,88.0,19,0.42,0.7240000000000001,0.324,16,44,0.393,0.7390000000000001,0.192,19,49,1
2021-01-26,UTA,NYK,108.0,94.0,14,0.402,0.8640000000000001,0.313,24,53,0.434,0.706,0.37,15,44,1
2021-01-27,CHO,IND,106.0,116.0,-10,0.411,0.905,0.342,28,39,0.511,0.833,0.4,34,47,0
2021-01-27,CLE,DET,122.0,107.0,15,0.54,0.7390000000000001,0.524,24,37,0.451,0.759,0.407,29,40,1
2021-01-27,ORL,SAC,107.0,121.0,-14,0.417,0.944,0.385,25,47,0.489,0.654,0.424,30,50,0
2021-01-27,ATL,BRK,128.0,132.0,-4,0.479,0.893,0.394,29,37,0.531,0.85,0.344,29,36,0
2021-01-27,MIA,DEN,82.0,109.0,-27,0.375,0.818,0.289,24,38,0.457,1.0,0.326,29,49,0
2021-01-27,PHI,LAL,107.0,106.0,1,0.482,0.615,0.36,24,38,0.477,0.64,0.333,20,37,1
2021-01-27,TOR,MIL,108.0,115.0,-7,0.404,0.833,0.4,26,46,0.43,0.731,0.364,30,59,0
2021-01-27,SAS,BOS,110.0,106.0,4,0.561,0.625,0.28600000000000003,22,46,0.429,0.857,0.333,15,39,1
2021-01-27,NOP,WAS,124.0,106.0,18,0.517,0.625,0.395,27,50,0.402,0.905,0.342,29,39,1
2021-01-27,PHO,OKC,97.0,102.0,-5,0.379,0.833,0.349,19,49,0.447,0.7140000000000001,0.4,21,48,0
2021-01-27,UTA,DAL,116.0,104.0,12,0.462,0.762,0.39,20,50,0.462,0.889,0.343,22,36,1
2021-01-27,GSW,MIN,123.0,111.0,12,0.529,0.7829999999999999,0.441,32,46,0.425,0.6970000000000001,0.389,23,39,1
2021-01-28,HOU,POR,104.0,101.0,3,0.422,0.833,0.277,19,47,0.419,0.75,0.415,16,49,1
2021-01-28,DET,LAL,107.0,92.0,15,0.46,1.0,0.389,27,38,0.409,0.667,0.429,25,44,1
2021-01-28,MIA,LAC,105.0,109.0,-4,0.444,0.8,0.394,24,45,0.414,0.909,0.405,22,55,0
2021-01-28,PHO,GSW,114.0,93.0,21,0.466,0.913,0.344,34,57,0.384,0.75,0.289,21,48,1
2021-01-29,CHO,IND,108.0,105.0,3,0.506,0.667,0.4320000000000001,35,42,0.483,0.769,0.314,30,39,1
2021-01-29,WAS,ATL,100.0,116.0,-16,0.365,0.816,0.25,13,47,0.448,0.765,0.324,16,47,0
2021-01-29,NOP,MIL,131.0,126.0,5,0.469,0.7140000000000001,0.438,32,45,0.5,0.773,0.371,29,49,1
2021-01-29,NYK,CLE,102.0,81.0,21,0.488,0.875,0.37,20,41,0.345,0.833,0.308,15,43,1
2021-01-29,TOR,SAC,124.0,126.0,-2,0.488,0.818,0.406,20,35,0.551,0.774,0.444,31,38,0
2021-01-29,MIN,PHI,94.0,118.0,-24,0.4270000000000001,0.778,0.303,20,38,0.448,0.8420000000000001,0.5,20,51,0
2021-01-29,OKC,BRK,125.0,147.0,-22,0.465,0.853,0.421,23,36,0.57,0.875,0.422,33,50,0
2021-01-29,ORL,LAC,90.0,116.0,-26,0.36,0.889,0.303,20,49,0.489,1.0,0.35100000000000003,25,49,0
2021-01-29,SAS,DEN,119.0,109.0,10,0.5429999999999999,0.8079999999999999,0.435,29,41,0.526,0.65,0.452,25,37,1
2021-01-29,UTA,DAL,120.0,101.0,19,0.4370000000000001,0.923,0.417,21,56,0.43,0.667,0.273,20,40,1
2021-01-30,CHI,POR,122.0,123.0,-1,0.506,1.0,0.467,31,43,0.511,0.8420000000000001,0.405,20,35,0
2021-01-30,CHO,MIL,126.0,114.0,12,0.478,0.85,0.477,32,41,0.488,0.667,0.4,22,46,1
2021-01-30,MIA,SAC,105.0,104.0,1,0.468,0.846,0.344,25,39,0.482,0.455,0.378,22,41,1
2021-01-30,NOP,HOU,112.0,126.0,-14,0.451,0.621,0.293,27,48,0.489,0.8,0.435,32,45,0
2021-01-30,BOS,LAL,95.0,96.0,-1,0.488,0.643,0.28600000000000003,24,42,0.44,0.684,0.29,20,45,0
2021-01-30,SAS,MEM,112.0,129.0,-17,0.47,0.8079999999999999,0.448,25,38,0.56,0.667,0.486,34,45,0
2021-01-30,DAL,PHO,105.0,111.0,-6,0.53,0.5710000000000001,0.31,22,38,0.457,0.871,0.455,22,42,0
2021-01-30,GSW,DET,118.0,91.0,27,0.528,0.7,0.472,34,47,0.377,0.75,0.25,17,38,1
2021-01-31,NYK,LAC,115.0,129.0,-14,0.482,0.821,0.37,21,36,0.5429999999999999,0.857,0.447,26,38,0
2021-01-31,DEN,UTA,128.0,117.0,11,0.54,0.8420000000000001,0.643,28,39,0.4270000000000001,0.846,0.426,28,38,1
2021-01-31,IND,PHI,110.0,119.0,-9,0.488,0.818,0.35700000000000004,21,41,0.489,0.677,0.308,20,44,0
2021-01-31,TOR,ORL,115.0,102.0,13,0.456,0.955,0.308,27,48,0.402,0.821,0.361,22,42,1
2021-01-31,WAS,BRK,149.0,146.0,3,0.519,0.7809999999999999,0.308,24,39,0.568,0.818,0.528,33,45,1
2021-01-31,MIN,CLE,109.0,104.0,5,0.451,0.733,0.4,24,34,0.488,0.7829999999999999,0.25,20,55,1
2021-02-01,ATL,LAL,99.0,107.0,-8,0.474,0.8240000000000001,0.379,27,36,0.519,0.833,0.304,24,31,0
2021-02-01,MIA,CHO,121.0,129.0,-8,0.473,0.64,0.413,28,48,0.453,0.846,0.512,31,44,0
2021-02-01,CHI,NYK,110.0,102.0,8,0.477,0.75,0.324,30,40,0.425,0.846,0.207,21,45,1
2021-02-01,CLE,MIN,100.0,98.0,2,0.417,0.742,0.318,26,52,0.392,0.636,0.289,20,45,1
2021-02-01,MIL,POR,134.0,106.0,28,0.552,0.583,0.5,38,53,0.375,1.0,0.35700000000000004,19,45,1
2021-02-01,NOP,SAC,109.0,118.0,-9,0.396,0.833,0.3,22,46,0.477,0.769,0.326,31,52,0
2021-02-01,OKC,HOU,106.0,136.0,-30,0.438,0.789,0.382,21,45,0.48,0.909,0.5379999999999999,30,50,0
2021-02-01,DAL,PHO,108.0,109.0,-1,0.43,0.96,0.313,16,42,0.467,0.833,0.371,19,45,0
2021-02-01,SAS,MEM,102.0,133.0,-31,0.416,0.682,0.35100000000000003,28,42,0.5589999999999999,0.778,0.5,37,53,0
